id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
KOGD130,KOGD,2020-05-09 00:00:00,2020.3551913,130,-1356671.06061,6098368.05015,1280387.73281,47,886290.0729,1291158.4252,11.658062989304,102.542041199658,35.9835,55.8233
KOGD131,KOGD,2020-05-10 00:00:00,2020.3579235,131,-1356671.05896,6098368.04162,1280387.72936,47,886290.0731,1291158.4236,11.658062974596,102.542041201909,35.9743,55.8141
KOGD132,KOGD,2020-05-11 00:00:00,2020.3606557,132,-1356671.05882,6098368.04703,1280387.73294,47,886290.0718,1291158.4260,11.658062996760,102.542041189896,35.9802,55.8200
KOGD133,KOGD,2020-05-12 00:00:00,2020.3633880,133,-1356671.05802,6098368.03371,1280387.72583,47,886290.0740,1291158.4217,11.658062957826,102.542041209224,35.9658,55.8056
KOGD134,KOGD,2020-05-13 00:00:00,2020.3661202,134,-1356671.05836,6098368.03961,1280387.72558,47,886290.0730,1291158.4203,11.658062945018,102.542041200477,35.9715,55.8113
KOGD135,KOGD,2020-05-14 00:00:00,2020.3688525,135,-1356671.06017,6098368.04627,1280387.72922,47,886290.0733,1291158.4225,11.658062964602,102.542041203426,35.9790,55.8188
KOGD136,KOGD,2020-05-15 00:00:00,2020.3715847,136,-1356671.06069,6098368.05135,1280387.73097,47,886290.0727,1291158.4232,11.658062970857,102.542041198006,35.9843,55.8241
KOGD137,KOGD,2020-05-16 00:00:00,2020.3743169,137,-1356671.06355,6098368.05141,1280387.73148,47,886290.0755,1291158.4236,11.658062974075,102.542041223477,35.9851,55.8249
KOGD138,KOGD,2020-05-17 00:00:00,2020.3770492,138,-1356671.06461,6098368.05626,1280387.73231,47,886290.0755,1291158.4234,11.658062972431,102.542041223275,35.9901,55.8299
KOGD139,KOGD,2020-05-18 00:00:00,2020.3797814,139,-1356671.06355,6098368.06075,1280387.73462,47,886290.0734,1291158.4248,11.658062985300,102.542041204883,35.9946,55.8344
KOGD140,KOGD,2020-05-19 00:00:00,2020.3825137,140,-1356671.06198,6098368.05272,1280387.73014,47,886290.0737,1291158.4220,11.658062960516,102.542041206804,35.9857,55.8255
KOGD141,KOGD,2020-05-20 00:00:00,2020.3852459,141,-1356671.06530,6098368.05604,1280387.73107,47,886290.0762,1291158.4222,11.658062961522,102.542041229941,35.9898,55.8296
KOGD146,KOGD,2020-05-25 00:00:00,2020.3989071,146,-1356671.06138,6098368.04421,1280387.73459,47,886290.0749,1291158.4281,11.658063015310,102.542041218431,35.9783,55.8182
KOGD147,KOGD,2020-05-26 00:00:00,2020.4016393,147,-1356671.06274,6098368.05686,1280387.73209,47,886290.0735,1291158.4231,11.658062970130,102.542041205406,35.9902,55.8300
KOGD148,KOGD,2020-05-27 00:00:00,2020.4043716,148,-1356671.06187,6098368.04542,1280387.73012,47,886290.0752,1291158.4235,11.658062973388,102.542041220395,35.9787,55.8185
KOGD149,KOGD,2020-05-28 00:00:00,2020.4071038,149,-1356671.06348,6098368.04438,1280387.72962,47,886290.0770,1291158.4232,11.658062970192,102.542041236871,35.9780,55.8178
KOGD150,KOGD,2020-05-29 00:00:00,2020.4098361,150,-1356671.06223,6098368.03896,1280387.72678,47,886290.0769,1291158.4215,11.658062955236,102.542041236400,35.9719,55.8117
KOGD151,KOGD,2020-05-30 00:00:00,2020.4125683,151,-1356671.06250,6098368.04198,1280387.72710,47,886290.0765,1291158.4212,11.658062952607,102.542041232907,35.9749,55.8147
KOGD152,KOGD,2020-05-31 00:00:00,2020.4153005,152,-1356671.06566,6098368.05447,1280387.72892,47,886290.0769,1291158.4204,11.658062945138,102.542041236294,35.9879,55.8277
KOGD153,KOGD,2020-06-01 00:00:00,2020.4180328,153,-1356671.06308,6098368.04648,1280387.73172,47,886290.0761,1291158.4248,11.658062985251,102.542041229116,35.9803,55.8201
KOGD154,KOGD,2020-06-02 00:00:00,2020.4207650,154,-1356671.06466,6098368.03966,1280387.72880,47,886290.0791,1291158.4233,11.658062970883,102.542041256845,35.9735,55.8133
KOGD155,KOGD,2020-06-03 00:00:00,2020.4234973,155,-1356671.06165,6098368.04106,1280387.72789,47,886290.0759,1291158.4222,11.658062961508,102.542041227065,35.9740,55.8138
KOGD156,KOGD,2020-06-04 00:00:00,2020.4262295,156,-1356671.06635,6098368.05997,1280387.73574,47,886290.0763,1291158.4259,11.658062995472,102.542041231455,35.9947,55.8345
KOGD157,KOGD,2020-06-05 00:00:00,2020.4289617,157,-1356671.06243,6098368.04344,1280387.72745,47,886290.0762,1291158.4212,11.658062953059,102.542041229289,35.9764,55.8162
KOGD158,KOGD,2020-06-06 00:00:00,2020.4316940,158,-1356671.06586,6098368.04460,1280387.72780,47,886290.0793,1291158.4213,11.658062952780,102.542041257735,35.9783,55.8181
KOGD159,KOGD,2020-06-07 00:00:00,2020.4344262,159,-1356671.06182,6098368.05578,1280387.73241,47,886290.0728,1291158.4237,11.658062975208,102.542041199249,35.9891,55.8289
KOGD160,KOGD,2020-06-08 00:00:00,2020.4371585,160,-1356671.06459,6098368.04526,1280387.72900,47,886290.0779,1291158.4223,11.658062962737,102.542041245039,35.9789,55.8187
KOGD161,KOGD,2020-06-09 00:00:00,2020.4398907,161,-1356671.06498,6098368.04931,1280387.73217,47,886290.0773,1291158.4246,11.658062983425,102.542041240494,35.9835,55.8233
KOGD162,KOGD,2020-06-10 00:00:00,2020.4426230,162,-1356671.06390,6098368.05456,1280387.73336,47,886290.0751,1291158.4248,11.658062984965,102.542041220293,35.9885,55.8283
KOGD163,KOGD,2020-06-11 00:00:00,2020.4453552,163,-1356671.06651,6098368.05311,1280387.73211,47,886290.0780,1291158.4238,11.658062975507,102.542041246541,35.9874,55.8273
KOGD164,KOGD,2020-06-12 00:00:00,2020.4480874,164,-1356671.06443,6098368.05053,1280387.72921,47,886290.0766,1291158.4215,11.658062955210,102.542041233143,35.9839,55.8238
KOGD165,KOGD,2020-06-13 00:00:00,2020.4508197,165,-1356671.06478,6098368.05984,1280387.72981,47,886290.0749,1291158.4202,11.658062943828,102.542041217691,35.9930,55.8329
KOGD168,KOGD,2020-06-16 00:00:00,2020.4590164,168,-1356671.07103,6098368.05920,1280387.73213,47,886290.0811,1291158.4224,11.658062962984,102.542041274912,35.9942,55.8340
KOGD169,KOGD,2020-06-17 00:00:00,2020.4617486,169,-1356671.06451,6098368.04525,1280387.72891,47,886290.0778,1291158.4223,11.658062962000,102.542041244345,35.9789,55.8187
