Model,doy,ydoy,ymd,x,y,z,ZONE,E,N,lat,lon,ell_h,msl_h,DOY
FES2004,2020.428962,2020.157,6/5/2020 0:00,-1391662.825,5971556.59,1750910.623,47,940888.5602,1777625.307,16.03893131,103.118549,151.3471,179.7655,157
FES2004,2020.431694,2020.158,6/6/2020 0:00,-1391662.823,5971556.584,1750910.621,47,940888.5591,1777625.308,16.03893131,103.1185489,151.3404,179.7587,158
FES2004,2020.434426,2020.159,6/7/2020 0:00,-1391662.823,5971556.579,1750910.621,47,940888.56,1777625.308,16.03893132,103.1185489,151.3358,179.7541,159
FES2004,2020.437159,2020.16,6/8/2020 0:00,-1391662.823,5971556.589,1750910.622,47,940888.5582,1777625.307,16.03893131,103.1185489,151.345,179.7633,160
FES2004,2020.439891,2020.161,6/9/2020 0:00,-1391662.822,5971556.58,1750910.619,47,940888.5597,1777625.306,16.0389313,103.1185489,151.3353,179.7536,161
FES2004,2020.445355,2020.163,6/11/2020 0:00,-1391662.822,5971556.592,1750910.622,47,940888.557,1777625.306,16.0389313,103.1185489,151.3477,179.766,163
FES2004,2020.448087,2020.164,6/12/2020 0:00,-1391662.83,5971556.601,1750910.622,47,940888.5627,1777625.303,16.03893127,103.118549,151.3577,179.776,164
FES2004,2020.45082,2020.165,6/13/2020 0:00,-1391662.821,5971556.589,1750910.624,47,940888.5564,1777625.309,16.03893132,103.1185489,151.3456,179.7639,165
FES2004,2020.453552,2020.166,6/14/2020 0:00,-1391662.822,5971556.583,1750910.622,47,940888.559,1777625.308,16.03893132,103.1185489,151.3399,179.7582,166
FES2004,2020.459016,2020.168,6/16/2020 0:00,-1391662.825,5971556.582,1750910.618,47,940888.5621,1777625.305,16.03893128,103.118549,151.3381,179.7564,168
FES2004,2020.461749,2020.169,6/17/2020 0:00,-1391662.828,5971556.594,1750910.623,47,940888.5623,1777625.306,16.03893129,103.118549,151.3517,179.77,169
FES2004,2020.464481,2020.17,6/18/2020 0:00,-1391662.827,5971556.582,1750910.619,47,940888.564,1777625.305,16.03893129,103.118549,151.3383,179.7566,170
FES2004,2020.467213,2020.171,6/19/2020 0:00,-1391662.824,5971556.588,1750910.622,47,940888.5594,1777625.307,16.0389313,103.1185489,151.3448,179.7631,171
FES2004,2020.469945,2020.172,6/20/2020 0:00,-1391662.826,5971556.582,1750910.617,47,940888.5626,1777625.304,16.03893128,103.118549,151.3385,179.7568,172
FES2004,2020.47541,2020.174,6/22/2020 0:00,-1391662.824,5971556.577,1750910.617,47,940888.562,1777625.306,16.03893129,103.118549,151.3332,179.7515,174
FES2004,2020.478142,2020.175,6/23/2020 0:00,-1391662.821,5971556.572,1750910.613,47,940888.5607,1777625.303,16.03893127,103.118549,151.3263,179.7446,175
FES2004,2020.480874,2020.176,6/24/2020 0:00,-1391662.823,5971556.587,1750910.621,47,940888.5592,1777625.306,16.0389313,103.1185489,151.3431,179.7614,176
FES2004,2020.483607,2020.177,6/25/2020 0:00,-1391662.828,5971556.598,1750910.626,47,940888.5608,1777625.308,16.03893131,103.118549,151.3562,179.7745,177
FES2004,2020.486339,2020.178,6/26/2020 0:00,-1391662.827,5971556.575,1750910.614,47,940888.5653,1777625.303,16.03893127,103.118549,151.3305,179.7489,178
FES2004,2020.489071,2020.179,6/27/2020 0:00,-1391662.821,5971556.571,1750910.616,47,940888.5606,1777625.306,16.03893129,103.118549,151.3267,179.745,179
FES2004,2020.491803,2020.18,6/28/2020 0:00,-1391662.826,5971556.575,1750910.615,47,940888.5647,1777625.304,16.03893128,103.118549,151.3313,179.7496,180
FES2004,2020.494536,2020.181,6/29/2020 0:00,-1391662.82,5971556.583,1750910.617,47,940888.5569,1777625.304,16.03893128,103.1185489,151.3381,179.7564,181
FES2004,2020.5,2020.183,7/1/2020 0:00,-1391662.827,5971556.574,1750910.618,47,940888.5654,1777625.307,16.0389313,103.118549,151.3306,179.7489,183
FES2004,2020.502732,2020.184,7/2/2020 0:00,-1391662.831,5971556.587,1750910.619,47,940888.5662,1777625.304,16.03893127,103.118549,151.3444,179.7628,184
FES2004,2020.505465,2020.185,7/3/2020 0:00,-1391662.827,5971556.582,1750910.62,47,940888.5638,1777625.306,16.0389313,103.118549,151.3388,179.7571,185
FES2004,2020.508197,2020.186,7/4/2020 0:00,-1391662.825,5971556.581,1750910.617,47,940888.5622,1777625.304,16.03893128,103.118549,151.3368,179.7551,186
FES2004,2020.510929,2020.187,7/5/2020 0:00,-1391662.827,5971556.581,1750910.62,47,940888.564,1777625.307,16.0389313,103.118549,151.3381,179.7565,187
FES2004,2020.513661,2020.188,7/6/2020 0:00,-1391662.828,5971556.58,1750910.617,47,940888.5649,1777625.304,16.03893128,103.118549,151.3365,179.7548,188
FES2004,2020.516393,2020.189,7/7/2020 0:00,-1391662.826,5971556.58,1750910.619,47,940888.563,1777625.306,16.0389313,103.118549,151.336,179.7543,189
FES2004,2020.519126,2020.19,7/8/2020 0:00,-1391662.824,5971556.572,1750910.612,47,940888.5637,1777625.302,16.03893126,103.118549,151.3265,179.7448,190
FES2004,2020.521858,2020.191,7/9/2020 0:00,-1391662.822,5971556.573,1750910.615,47,940888.5613,1777625.304,16.03893128,103.118549,151.3279,179.7462,191
FES2004,2020.52459,2020.192,7/10/2020 0:00,-1391662.827,5971556.574,1750910.617,47,940888.5655,1777625.305,16.03893129,103.118549,151.331,179.7493,192
FES2004,2020.527322,2020.193,7/11/2020 0:00,-1391662.828,5971556.579,1750910.613,47,940888.5659,1777625.301,16.03893125,103.118549,151.3344,179.7527,193
FES2004,2020.530055,2020.194,7/12/2020 0:00,-1391662.832,5971556.585,1750910.618,47,940888.5678,1777625.304,16.03893128,103.118549,151.3423,179.7606,194
FES2004,2020.532787,2020.195,7/13/2020 0:00,-1391662.827,5971556.575,1750910.614,47,940888.5655,1777625.303,16.03893127,103.118549,151.3305,179.7488,195
FES2004,2020.535519,2020.196,7/14/2020 0:00,-1391662.825,5971556.584,1750910.618,47,940888.5618,1777625.305,16.03893128,103.118549,151.3404,179.7587,196
FES2004,2020.538251,2020.197,7/15/2020 0:00,-1391662.82,5971556.575,1750910.612,47,940888.5589,1777625.301,16.03893125,103.1185489,151.3288,179.7471,197
FES2004,2020.540984,2020.198,7/16/2020 0:00,-1391662.828,5971556.591,1750910.619,47,940888.5626,1777625.303,16.03893127,103.118549,151.3474,179.7657,198
FES2004,2020.543716,2020.199,7/17/2020 0:00,-1391662.824,5971556.572,1750910.614,47,940888.563,1777625.303,16.03893127,103.118549,151.3274,179.7457,199
FES2004,2020.546448,2020.2,7/18/2020 0:00,-1391662.827,5971556.576,1750910.617,47,940888.565,1777625.305,16.03893129,103.118549,151.3328,179.7511,200
FES2004,2020.54918,2020.201,7/19/2020 0:00,-1391662.827,5971556.58,1750910.614,47,940888.5643,1777625.301,16.03893125,103.118549,151.3352,179.7536,201
FES2004,2020.551913,2020.202,7/20/2020 0:00,-1391662.818,5971556.565,1750910.603,47,940888.5591,1777625.296,16.0389312,103.1185489,151.3166,179.7349,202
FES2004,2020.554645,2020.203,7/21/2020 0:00,-1391662.825,5971556.567,1750910.611,47,940888.5651,1777625.302,16.03893126,103.118549,151.3222,179.7406,203
FES2004,2020.557377,2020.204,7/22/2020 0:00,-1391662.819,5971556.58,1750910.61,47,940888.5567,1777625.298,16.03893122,103.1185489,151.3329,179.7512,204
FES2004,2020.560109,2020.205,7/23/2020 0:00,-1391662.822,5971556.563,1750910.601,47,940888.5633,1777625.294,16.03893118,103.118549,151.3151,179.7334,205
FES2004,2020.562842,2020.206,7/24/2020 0:00,-1391662.82,5971556.573,1750910.613,47,940888.5593,1777625.303,16.03893127,103.1185489,151.3271,179.7454,206
FES2004,2020.565574,2020.207,7/25/2020 0:00,-1391662.825,5971556.572,1750910.611,47,940888.5646,1777625.301,16.03893125,103.118549,151.3266,179.745,207
FES2004,2020.568306,2020.208,7/26/2020 0:00,-1391662.822,5971556.568,1750910.613,47,940888.5623,1777625.304,16.03893128,103.118549,151.3232,179.7415,208
FES2004,2020.571038,2020.209,7/27/2020 0:00,-1391662.828,5971556.58,1750910.619,47,940888.5653,1777625.306,16.0389313,103.118549,151.3372,179.7555,209
FES2004,2020.573771,2020.21,7/28/2020 0:00,-1391662.826,5971556.58,1750910.614,47,940888.5635,1777625.302,16.03893126,103.118549,151.3357,179.754,210
FES2004,2020.576503,2020.211,7/29/2020 0:00,-1391662.83,5971556.58,1750910.617,47,940888.5672,1777625.304,16.03893127,103.118549,151.3373,179.7556,211
FES2004,2020.579235,2020.212,7/30/2020 0:00,-1391662.819,5971556.556,1750910.605,47,940888.562,1777625.3,16.03893124,103.118549,151.3091,179.7274,212
FES2004,2020.581967,2020.213,7/31/2020 0:00,-1391662.833,5971556.586,1750910.617,47,940888.5687,1777625.303,16.03893126,103.118549,151.3437,179.762,213
FES2004,2020.5847,2020.214,8/1/2020 0:00,-1391662.822,5971556.57,1750910.615,47,940888.5621,1777625.305,16.03893129,103.118549,151.3251,179.7435,214
FES2004,2020.587432,2020.215,8/2/2020 0:00,-1391662.825,5971556.576,1750910.613,47,940888.5631,1777625.301,16.03893125,103.118549,151.3312,179.7495,215
FES2004,2020.590164,2020.216,8/3/2020 0:00,-1391662.83,5971556.58,1750910.617,47,940888.5668,1777625.304,16.03893128,103.118549,151.3372,179.7555,216
FES2004,2020.592896,2020.217,8/4/2020 0:00,-1391662.825,5971556.583,1750910.612,47,940888.562,1777625.299,16.03893123,103.118549,151.3373,179.7556,217
FES2004,2020.595628,2020.218,8/5/2020 0:00,-1391662.819,5971556.573,1750910.612,47,940888.5585,1777625.302,16.03893126,103.1185489,151.3266,179.7449,218
FES2004,2020.601093,2020.22,8/7/2020 0:00,-1391662.822,5971556.555,1750910.611,47,940888.5653,1777625.306,16.03893129,103.118549,151.3107,179.729,220
FES2004,2020.603825,2020.221,8/8/2020 0:00,-1391662.823,5971556.572,1750910.611,47,940888.5619,1777625.3,16.03893125,103.118549,151.326,179.7443,221
FES2004,2020.606557,2020.222,8/9/2020 0:00,-1391662.823,5971556.567,1750910.614,47,940888.5635,1777625.305,16.03893129,103.118549,151.3227,179.741,222
FES2004,2020.60929,2020.223,8/10/2020 0:00,-1391662.821,5971556.571,1750910.612,47,940888.5605,1777625.302,16.03893126,103.118549,151.3255,179.7439,223
FES2004,2020.612022,2020.224,8/11/2020 0:00,-1391662.821,5971556.556,1750910.608,47,940888.5638,1777625.303,16.03893127,103.118549,151.31,179.7284,224
FES2004,2020.614754,2020.225,8/12/2020 0:00,-1391662.822,5971556.557,1750910.608,47,940888.5645,1777625.302,16.03893126,103.118549,151.3116,179.7299,225
FES2004,2020.617486,2020.226,8/13/2020 0:00,-1391662.823,5971556.564,1750910.613,47,940888.5646,1777625.305,16.03893129,103.118549,151.3191,179.7374,226
FES2004,2020.620219,2020.227,8/14/2020 0:00,-1391662.824,5971556.57,1750910.614,47,940888.5639,1777625.304,16.03893128,103.118549,151.3254,179.7437,227
FES2004,2020.622951,2020.228,8/15/2020 0:00,-1391662.825,5971556.564,1750910.612,47,940888.5657,1777625.304,16.03893128,103.118549,151.3195,179.7378,228
FES2004,2020.625683,2020.229,8/16/2020 0:00,-1391662.821,5971556.554,1750910.608,47,940888.5647,1777625.303,16.03893127,103.118549,151.3082,179.7266,229
FES2004,2020.628415,2020.23,8/17/2020 0:00,-1391662.823,5971556.568,1750910.611,47,940888.5629,1777625.302,16.03893126,103.118549,151.3226,179.7409,230
FES2004,2020.631148,2020.231,8/18/2020 0:00,-1391662.824,5971556.568,1750910.613,47,940888.564,1777625.303,16.03893127,103.118549,151.323,179.7414,231
FES2004,2020.63388,2020.232,8/19/2020 0:00,-1391662.827,5971556.574,1750910.616,47,940888.5662,1777625.305,16.03893129,103.118549,151.3302,179.7485,232
FES2004,2020.636612,2020.233,8/20/2020 0:00,-1391662.826,5971556.572,1750910.612,47,940888.5652,1777625.302,16.03893126,103.118549,151.327,179.7454,233
FES2004,2020.639344,2020.234,8/21/2020 0:00,-1391662.827,5971556.574,1750910.613,47,940888.5654,1777625.302,16.03893126,103.118549,151.3292,179.7475,234
FES2004,2020.642077,2020.235,8/22/2020 0:00,-1391662.823,5971556.564,1750910.61,47,940888.5638,1777625.302,16.03893126,103.118549,151.3183,179.7366,235
FES2004,2020.644809,2020.236,8/23/2020 0:00,-1391662.829,5971556.581,1750910.618,47,940888.5659,1777625.305,16.03893128,103.118549,151.3377,179.756,236
FES2004,2020.647541,2020.237,8/24/2020 0:00,-1391662.825,5971556.566,1750910.611,47,940888.5658,1777625.302,16.03893126,103.118549,151.3208,179.7391,237
FES2004,2020.650273,2020.238,8/25/2020 0:00,-1391662.827,5971556.573,1750910.616,47,940888.566,1777625.305,16.03893129,103.118549,151.3293,179.7476,238
FES2004,2020.653006,2020.239,8/26/2020 0:00,-1391662.821,5971556.571,1750910.615,47,940888.56,1777625.305,16.03893129,103.1185489,151.3259,179.7442,239
FES2004,2020.655738,2020.24,8/27/2020 0:00,-1391662.824,5971556.574,1750910.617,47,940888.5624,1777625.306,16.0389313,103.118549,151.3299,179.7482,240
FES2004,2020.65847,2020.241,8/28/2020 0:00,-1391662.825,5971556.581,1750910.618,47,940888.5619,1777625.306,16.03893129,103.118549,151.3369,179.7552,241
FES2004,2020.661202,2020.242,8/29/2020 0:00,-1391662.81,5971556.548,1750910.607,47,940888.5547,1777625.304,16.03893128,103.1185489,151.2996,179.7179,242
FES2004,2020.663934,2020.243,8/30/2020 0:00,-1391662.825,5971556.58,1750910.605,47,940888.5629,1777625.293,16.03893118,103.118549,151.3326,179.751,243
FES2004,2020.666667,2020.244,8/31/2020 0:00,-1391662.823,5971556.565,1750910.613,47,940888.5642,1777625.305,16.03893128,103.118549,151.3207,179.7391,244
FES2004,2020.669399,2020.245,9/1/2020 0:00,-1391662.822,5971556.564,1750910.612,47,940888.5636,1777625.304,16.03893128,103.118549,151.3187,179.737,245
FES2004,2020.672131,2020.246,9/2/2020 0:00,-1391662.823,5971556.562,1750910.612,47,940888.5646,1777625.304,16.03893128,103.118549,151.3171,179.7354,246
FES2004,2020.674863,2020.247,9/3/2020 0:00,-1391662.819,5971556.541,1750910.601,47,940888.5658,1777625.3,16.03893124,103.118549,151.2938,179.7121,247
FES2004,2020.677596,2020.248,9/4/2020 0:00,-1391662.827,5971556.564,1750910.609,47,940888.5676,1777625.301,16.03893125,103.118549,151.3195,179.7378,248
FES2004,2020.680328,2020.249,9/5/2020 0:00,-1391662.822,5971556.559,1750910.611,47,940888.5638,1777625.304,16.03893128,103.118549,151.3136,179.7319,249
FES2004,2020.68306,2020.25,9/6/2020 0:00,-1391662.824,5971556.57,1750910.611,47,940888.5641,1777625.301,16.03893125,103.118549,151.3247,179.743,250
FES2004,2020.685792,2020.251,9/7/2020 0:00,-1391662.824,5971556.561,1750910.611,47,940888.5655,1777625.304,16.03893128,103.118549,151.3163,179.7346,251
FES2004,2020.688525,2020.252,9/8/2020 0:00,-1391662.825,5971556.576,1750910.613,47,940888.5633,1777625.302,16.03893126,103.118549,151.3311,179.7494,252
FES2004,2020.691257,2020.253,9/9/2020 0:00,-1391662.824,5971556.562,1750910.607,47,940888.5653,1777625.3,16.03893124,103.118549,151.3159,179.7342,253
FES2004,2020.693989,2020.254,9/10/2020 0:00,-1391662.825,5971556.572,1750910.612,47,940888.5647,1777625.302,16.03893126,103.118549,151.3268,179.7451,254
FES2004,2020.696721,2020.255,9/11/2020 0:00,-1391662.818,5971556.562,1750910.607,47,940888.5596,1777625.3,16.03893124,103.1185489,151.3149,179.7332,255
FES2004,2020.699454,2020.256,9/12/2020 0:00,-1391662.825,5971556.575,1750910.612,47,940888.5633,1777625.301,16.03893125,103.118549,151.33,179.7483,256
FES2004,2020.702186,2020.257,9/13/2020 0:00,-1391662.827,5971556.574,1750910.617,47,940888.5651,1777625.306,16.03893129,103.118549,151.3307,179.749,257
FES2004,2020.704918,2020.258,9/14/2020 0:00,-1391662.823,5971556.57,1750910.611,47,940888.5622,1777625.301,16.03893125,103.118549,151.3247,179.7431,258
FES2004,2020.70765,2020.259,9/15/2020 0:00,-1391662.825,5971556.578,1750910.614,47,940888.563,1777625.302,16.03893126,103.118549,151.3331,179.7514,259
FES2004,2020.710383,2020.26,9/16/2020 0:00,-1391662.83,5971556.572,1750910.611,47,940888.5691,1777625.301,16.03893125,103.118549,151.3283,179.7467,260
FES2004,2020.713115,2020.261,9/17/2020 0:00,-1391662.82,5971556.562,1750910.605,47,940888.5619,1777625.298,16.03893122,103.118549,151.3148,179.7331,261
FES2004,2020.715847,2020.262,9/18/2020 0:00,-1391662.827,5971556.575,1750910.612,47,940888.566,1777625.301,16.03893125,103.118549,151.33,179.7483,262
FES2004,2020.737705,2020.27,9/26/2020 0:00,-1391662.825,5971556.559,1750910.612,47,940888.5668,1777625.306,16.03893129,103.118549,151.3146,179.7329,270
FES2004,2020.740437,2020.271,9/27/2020 0:00,-1391662.818,5971556.536,1750910.606,47,940888.5658,1777625.306,16.0389313,103.118549,151.2904,179.7088,271
FES2004,2020.743169,2020.272,9/28/2020 0:00,-1391662.826,5971556.56,1750910.609,47,940888.5682,1777625.302,16.03893126,103.118549,151.315,179.7333,272
FES2004,2020.748634,2020.274,9/30/2020 0:00,-1391662.821,5971556.538,1750910.605,47,940888.568,1777625.304,16.03893128,103.118549,151.2926,179.7109,274
FES2004,2020.751366,2020.275,10/1/2020 0:00,-1391662.822,5971556.543,1750910.608,47,940888.5681,1777625.306,16.0389313,103.118549,151.2987,179.717,275
FES2004,2020.754098,2020.276,10/2/2020 0:00,-1391662.827,5971556.563,1750910.613,47,940888.568,1777625.306,16.03893129,103.118549,151.319,179.7373,276
FES2004,2020.756831,2020.277,10/3/2020 0:00,-1391662.828,5971556.556,1750910.609,47,940888.571,1777625.303,16.03893127,103.1185491,151.3118,179.7301,277
FES2004,2020.759563,2020.278,10/4/2020 0:00,-1391662.826,5971556.559,1750910.61,47,940888.5685,1777625.303,16.03893127,103.118549,151.3146,179.7329,278
FES2004,2020.762295,2020.279,10/5/2020 0:00,-1391662.833,5971556.569,1750910.617,47,940888.5722,1777625.307,16.0389313,103.1185491,151.3276,179.7459,279
FES2004,2020.765027,2020.28,10/6/2020 0:00,-1391662.825,5971556.55,1750910.609,47,940888.5694,1777625.305,16.03893129,103.118549,151.3054,179.7237,280
FES2004,2020.76776,2020.281,10/7/2020 0:00,-1391662.826,5971556.553,1750910.61,47,940888.5697,1777625.305,16.03893129,103.118549,151.309,179.7274,281
FES2004,2020.775956,2020.284,10/10/2020 0:00,-1391662.825,5971556.548,1750910.607,47,940888.5699,1777625.303,16.03893127,103.118549,151.3031,179.7214,284
FES2004,2020.778689,2020.285,10/11/2020 0:00,-1391662.83,5971556.567,1750910.612,47,940888.5702,1777625.303,16.03893127,103.118549,151.324,179.7423,285
FES2004,2020.781421,2020.286,10/12/2020 0:00,-1391662.831,5971556.57,1750910.615,47,940888.5708,1777625.305,16.03893128,103.118549,151.3271,179.7454,286
FES2004,2020.784153,2020.287,10/13/2020 0:00,-1391662.829,5971556.559,1750910.608,47,940888.5707,1777625.301,16.03893125,103.118549,151.3143,179.7326,287
FES2004,2020.786885,2020.288,10/14/2020 0:00,-1391662.834,5971556.563,1750910.613,47,940888.5744,1777625.305,16.03893128,103.1185491,151.3212,179.7395,288
FES2004,2020.789618,2020.289,10/15/2020 0:00,-1391662.826,5971556.562,1750910.608,47,940888.5674,1777625.3,16.03893124,103.118549,151.317,179.7353,289
FES2004,2020.795082,2020.291,10/17/2020 0:00,-1391662.831,5971556.551,1750910.609,47,940888.5749,1777625.305,16.03893128,103.1185491,151.3078,179.7261,291
FES2004,2020.803279,2020.294,10/20/2020 0:00,-1391662.834,5971556.551,1750910.605,47,940888.578,1777625.3,16.03893124,103.1185491,151.3077,179.726,294
FES2004,2020.806011,2020.295,10/21/2020 0:00,-1391662.826,5971556.539,1750910.605,47,940888.5729,1777625.304,16.03893128,103.1185491,151.2947,179.713,295
FES2004,2020.808743,2020.296,10/22/2020 0:00,-1391662.831,5971556.56,1750910.612,47,940888.5725,1777625.305,16.03893128,103.1185491,151.3165,179.7348,296
FES2004,2020.811475,2020.297,10/23/2020 0:00,-1391662.829,5971556.547,1750910.61,47,940888.574,1777625.307,16.0389313,103.1185491,151.3038,179.7221,297
FES2004,2020.814208,2020.298,10/24/2020 0:00,-1391662.834,5971556.565,1750910.613,47,940888.5743,1777625.304,16.03893128,103.1185491,151.3221,179.7405,298
FES2004,2020.81694,2020.299,10/25/2020 0:00,-1391662.834,5971556.57,1750910.613,47,940888.5732,1777625.303,16.03893127,103.1185491,151.3271,179.7454,299
FES2004,2020.819672,2020.3,10/26/2020 0:00,-1391662.831,5971556.549,1750910.607,47,940888.5751,1777625.303,16.03893126,103.1185491,151.3049,179.7232,300
FES2004,2020.822404,2020.301,10/27/2020 0:00,-1391662.83,5971556.554,1750910.61,47,940888.5735,1777625.304,16.03893128,103.1185491,151.3111,179.7295,301
FES2004,2020.825137,2020.302,10/28/2020 0:00,-1391662.837,5971556.567,1750910.615,47,940888.5768,1777625.306,16.03893129,103.1185491,151.3254,179.7437,302
FES2004,2020.830601,2020.304,10/30/2020 0:00,-1391662.829,5971556.548,1750910.607,47,940888.5736,1777625.303,16.03893127,103.1185491,151.3044,179.7227,304
FES2004,2020.833333,2020.305,10/31/2020 0:00,-1391662.83,5971556.563,1750910.613,47,940888.5712,1777625.305,16.03893128,103.1185491,151.3204,179.7387,305
FES2004,2020.838798,2020.307,11/2/2020 0:00,-1391662.832,5971556.55,1750910.613,47,940888.5764,1777625.309,16.03893132,103.1185491,151.3085,179.7268,307
FES2004,2020.84153,2020.308,11/3/2020 0:00,-1391662.831,5971556.557,1750910.613,47,940888.5734,1777625.306,16.0389313,103.1185491,151.3147,179.733,308
FES2004,2020.844262,2020.309,11/4/2020 0:00,-1391662.834,5971556.553,1750910.615,47,940888.5776,1777625.309,16.03893132,103.1185491,151.3119,179.7302,309
FES2004,2020.846995,2020.31,11/5/2020 0:00,-1391662.835,5971556.559,1750910.614,47,940888.5766,1777625.307,16.0389313,103.1185491,151.3178,179.7361,310
FES2004,2020.849727,2020.311,11/6/2020 0:00,-1391662.829,5971556.548,1750910.609,47,940888.5739,1777625.306,16.03893129,103.1185491,151.3051,179.7234,311
FES2004,2020.852459,2020.312,11/7/2020 0:00,-1391662.835,5971556.56,1750910.614,47,940888.5763,1777625.307,16.0389313,103.1185491,151.318,179.7363,312
FES2004,2020.855191,2020.313,11/8/2020 0:00,-1391662.833,5971556.553,1750910.61,47,940888.5763,1777625.304,16.03893128,103.1185491,151.3107,179.729,313
FES2004,2020.857924,2020.314,11/9/2020 0:00,-1391662.838,5971556.561,1750910.614,47,940888.5789,1777625.306,16.0389313,103.1185491,151.3201,179.7384,314
FES2004,2020.86612,2020.317,11/12/2020 0:00,-1391662.837,5971556.555,1750910.609,47,940888.5797,1777625.303,16.03893127,103.1185491,151.3126,179.7309,317
FES2004,2020.868853,2020.318,11/13/2020 0:00,-1391662.831,5971556.548,1750910.607,47,940888.5753,1777625.303,16.03893127,103.1185491,151.3048,179.7231,318
FES2004,2020.871585,2020.319,11/14/2020 0:00,-1391662.83,5971556.555,1750910.61,47,940888.5732,1777625.304,16.03893128,103.1185491,151.3115,179.7298,319
FES2004,2020.874317,2020.32,11/15/2020 0:00,-1391662.827,5971556.549,1750910.609,47,940888.5711,1777625.305,16.03893129,103.1185491,151.305,179.7233,320
FES2004,2020.877049,2020.321,11/16/2020 0:00,-1391662.83,5971556.554,1750910.61,47,940888.5734,1777625.304,16.03893128,103.1185491,151.3109,179.7293,321
FES2004,2020.879781,2020.322,11/17/2020 0:00,-1391662.834,5971556.557,1750910.613,47,940888.5762,1777625.306,16.0389313,103.1185491,151.315,179.7333,322
FES2004,2020.885246,2020.324,11/19/2020 0:00,-1391662.84,5971556.559,1750910.616,47,940888.5813,1777625.309,16.03893132,103.1185491,151.3192,179.7375,324
FES2004,2020.887978,2020.325,11/20/2020 0:00,-1391662.835,5971556.546,1750910.609,47,940888.5797,1777625.305,16.03893129,103.1185491,151.3044,179.7227,325
FES2004,2020.89071,2020.326,11/21/2020 0:00,-1391662.838,5971556.563,1750910.618,47,940888.5789,1777625.309,16.03893132,103.1185491,151.3227,179.741,326
FES2004,2020.893443,2020.327,11/22/2020 0:00,-1391662.828,5971556.539,1750910.609,47,940888.5746,1777625.308,16.03893131,103.1185491,151.2958,179.7141,327
FES2004,2020.896175,2020.328,11/23/2020 0:00,-1391662.834,5971556.56,1750910.614,47,940888.5756,1777625.306,16.03893129,103.1185491,151.3185,179.7369,328
FES2004,2020.898907,2020.329,11/24/2020 0:00,-1391662.831,5971556.551,1750910.615,47,940888.5747,1777625.31,16.03893133,103.1185491,151.3097,179.728,329
FES2004,2020.901639,2020.33,11/25/2020 0:00,-1391662.836,5971556.548,1750910.611,47,940888.5802,1777625.307,16.0389313,103.1185491,151.3062,179.7246,330
FES2004,2020.904372,2020.331,11/26/2020 0:00,-1391662.836,5971556.551,1750910.616,47,940888.5794,1777625.311,16.03893133,103.1185491,151.3107,179.7291,331
FES2004,2020.907104,2020.332,11/27/2020 0:00,-1391662.832,5971556.545,1750910.607,47,940888.5772,1777625.304,16.03893128,103.1185491,151.3016,179.7199,332
FES2004,2020.909836,2020.333,11/28/2020 0:00,-1391662.835,5971556.554,1750910.611,47,940888.5776,1777625.306,16.03893129,103.1185491,151.3116,179.73,333
FES2004,2020.912568,2020.334,11/29/2020 0:00,-1391662.83,5971556.554,1750910.613,47,940888.5735,1777625.308,16.03893131,103.1185491,151.3117,179.73,334
FES2004,2020.918033,2020.336,12/1/2020 0:00,-1391662.834,5971556.556,1750910.613,47,940888.577,1777625.307,16.0389313,103.1185491,151.314,179.7323,336
FES2004,2020.920765,2020.337,12/2/2020 0:00,-1391662.835,5971556.549,1750910.616,47,940888.5791,1777625.311,16.03893134,103.1185491,151.3089,179.7272,337
FES2004,2020.923497,2020.338,12/3/2020 0:00,-1391662.838,5971556.56,1750910.616,47,940888.5793,1777625.308,16.03893131,103.1185491,151.3192,179.7375,338
FES2004,2020.928962,2020.34,12/5/2020 0:00,-1391662.839,5971556.569,1750910.619,47,940888.5789,1777625.308,16.03893131,103.1185491,151.3287,179.747,340
FES2004,2020.931694,2020.341,12/6/2020 0:00,-1391662.839,5971556.559,1750910.616,47,940888.5809,1777625.308,16.03893131,103.1185491,151.3192,179.7376,341
FES2004,2020.934426,2020.342,12/7/2020 0:00,-1391662.84,5971556.565,1750910.616,47,940888.5799,1777625.307,16.0389313,103.1185491,151.3246,179.7429,342
FES2004,2020.937159,2020.343,12/8/2020 0:00,-1391662.839,5971556.572,1750910.614,47,940888.5776,1777625.303,16.03893127,103.1185491,151.3305,179.7489,343
FES2004,2020.939891,2020.344,12/9/2020 0:00,-1391662.837,5971556.557,1750910.612,47,940888.5798,1777625.305,16.03893128,103.1185491,151.3153,179.7336,344
FES2004,2020.942623,2020.345,12/10/2020 0:00,-1391662.835,5971556.561,1750910.614,47,940888.5766,1777625.306,16.03893129,103.1185491,151.3194,179.7377,345
FES2004,2020.945355,2020.346,12/11/2020 0:00,-1391662.836,5971556.555,1750910.614,47,940888.579,1777625.308,16.03893131,103.1185491,151.3141,179.7325,346
FES2004,2020.948087,2020.347,12/12/2020 0:00,-1391662.834,5971556.555,1750910.614,47,940888.5766,1777625.307,16.03893131,103.1185491,151.3139,179.7322,347
FES2004,2020.95082,2020.348,12/13/2020 0:00,-1391662.834,5971556.562,1750910.615,47,940888.5753,1777625.307,16.0389313,103.1185491,151.3201,179.7385,348
FES2004,2020.953552,2020.349,12/14/2020 0:00,-1391662.835,5971556.562,1750910.615,47,940888.5758,1777625.307,16.03893131,103.1185491,151.3206,179.739,349
