sta,doy,ydoy,ymd,x,y,z,ZONE,EOT20 Easting,N,lat,lon,ell_h,msl_h,DOY
JAHM,2020.415301,2020.152,5/31/2020 0:00,-1003279.858,5959660.153,2032774.362,47,558607.247,2068529.837,18.7072756,99.55586726,274.932,312.2682,152
JAHM,2020.418033,2020.153,6/1/2020 0:00,-1003279.856,5959660.153,2032774.36,47,558607.2451,2068529.835,18.70727558,99.55586724,274.9304,312.2665,153
JAHM,2020.420765,2020.154,6/2/2020 0:00,-1003279.855,5959660.156,2032774.363,47,558607.2432,2068529.837,18.70727559,99.55586722,274.9344,312.2705,154
JAHM,2020.423497,2020.155,6/3/2020 0:00,-1003279.858,5959660.158,2032774.361,47,558607.2463,2068529.834,18.70727557,99.55586725,274.9356,312.2717,155
JAHM,2020.42623,2020.156,6/4/2020 0:00,-1003279.857,5959660.15,2032774.363,47,558607.2463,2068529.839,18.70727561,99.55586725,274.9287,312.2648,156
JAHM,2020.428962,2020.157,6/5/2020 0:00,-1003279.856,5959660.154,2032774.361,47,558607.2446,2068529.836,18.70727558,99.55586724,274.9315,312.2676,157
JAHM,2020.431694,2020.158,6/6/2020 0:00,-1003279.857,5959660.153,2032774.363,47,558607.2458,2068529.837,18.7072756,99.55586725,274.9314,312.2676,158
JAHM,2020.434426,2020.159,6/7/2020 0:00,-1003279.856,5959660.156,2032774.364,47,558607.2448,2068529.838,18.7072756,99.55586724,274.9344,312.2706,159
JAHM,2020.437159,2020.16,6/8/2020 0:00,-1003279.857,5959660.156,2032774.364,47,558607.2449,2068529.838,18.7072756,99.55586724,274.935,312.2711,160
JAHM,2020.439891,2020.161,6/9/2020 0:00,-1003279.862,5959660.166,2032774.365,47,558607.2482,2068529.835,18.70727557,99.55586727,274.9453,312.2815,161
JAHM,2020.442623,2020.162,6/10/2020 0:00,-1003279.858,5959660.155,2032774.361,47,558607.2464,2068529.835,18.70727558,99.55586725,274.9326,312.2687,162
JAHM,2020.445355,2020.163,6/11/2020 0:00,-1003279.857,5959660.157,2032774.362,47,558607.2456,2068529.836,18.70727558,99.55586724,274.9347,312.2709,163
JAHM,2020.448087,2020.164,6/12/2020 0:00,-1003279.857,5959660.153,2032774.356,47,558607.246,2068529.831,18.70727554,99.55586725,274.9291,312.2652,164
JAHM,2020.45082,2020.165,6/13/2020 0:00,-1003279.859,5959660.16,2032774.36,47,558607.2463,2068529.833,18.70727556,99.55586725,274.9381,312.2742,165
JAHM,2020.453552,2020.166,6/14/2020 0:00,-1003279.86,5959660.153,2032774.361,47,558607.2487,2068529.836,18.70727559,99.55586727,274.9311,312.2673,166
JAHM,2020.456284,2020.167,6/15/2020 0:00,-1003279.858,5959660.148,2032774.357,47,558607.2476,2068529.833,18.70727556,99.55586726,274.9248,312.2609,167
JAHM,2020.459016,2020.168,6/16/2020 0:00,-1003279.861,5959660.158,2032774.358,47,558607.2486,2068529.831,18.70727554,99.55586727,274.9351,312.2712,168
JAHM,2020.461749,2020.169,6/17/2020 0:00,-1003279.859,5959660.147,2032774.357,47,558607.2486,2068529.834,18.70727557,99.55586727,274.9244,312.2605,169
JAHM,2020.464481,2020.17,6/18/2020 0:00,-1003279.859,5959660.149,2032774.359,47,558607.2485,2068529.835,18.70727557,99.55586727,274.9273,312.2634,170
JAHM,2020.467213,2020.171,6/19/2020 0:00,-1003279.857,5959660.145,2032774.358,47,558607.2476,2068529.835,18.70727558,99.55586726,274.9222,312.2584,171
JAHM,2020.469945,2020.172,6/20/2020 0:00,-1003279.861,5959660.157,2032774.358,47,558607.2495,2068529.831,18.70727554,99.55586728,274.9345,312.2706,172
JAHM,2020.472678,2020.173,6/21/2020 0:00,-1003279.863,5959660.156,2032774.36,47,558607.2513,2068529.834,18.70727556,99.5558673,274.9347,312.2708,173
JAHM,2020.47541,2020.174,6/22/2020 0:00,-1003279.857,5959660.143,2032774.357,47,558607.2473,2068529.835,18.70727558,99.55586726,274.9206,312.2567,174
JAHM,2020.478142,2020.175,6/23/2020 0:00,-1003279.859,5959660.148,2032774.359,47,558607.249,2068529.835,18.70727558,99.55586728,274.926,312.2621,175
JAHM,2020.480874,2020.176,6/24/2020 0:00,-1003279.858,5959660.145,2032774.358,47,558607.2485,2068529.835,18.70727558,99.55586727,274.9227,312.2589,176
JAHM,2020.483607,2020.177,6/25/2020 0:00,-1003279.858,5959660.157,2032774.36,47,558607.2464,2068529.833,18.70727556,99.55586725,274.9341,312.2703,177
JAHM,2020.486339,2020.178,6/26/2020 0:00,-1003279.863,5959660.152,2032774.357,47,558607.2518,2068529.832,18.70727555,99.5558673,274.9293,312.2654,178
JAHM,2020.489071,2020.179,6/27/2020 0:00,-1003279.856,5959660.148,2032774.356,47,558607.2456,2068529.833,18.70727556,99.55586724,274.9249,312.261,179
JAHM,2020.491803,2020.18,6/28/2020 0:00,-1003279.86,5959660.155,2032774.359,47,558607.2489,2068529.833,18.70727556,99.55586728,274.9324,312.2686,180
JAHM,2020.494536,2020.181,6/29/2020 0:00,-1003279.857,5959660.153,2032774.359,47,558607.2464,2068529.834,18.70727557,99.55586725,274.9301,312.2663,181
JAHM,2020.497268,2020.182,6/30/2020 0:00,-1003279.858,5959660.153,2032774.36,47,558607.2469,2068529.834,18.70727557,99.55586726,274.9312,312.2673,182
JAHM,2020.5,2020.183,7/1/2020 0:00,-1003279.858,5959660.147,2032774.359,47,558607.248,2068529.836,18.70727558,99.55586727,274.9251,312.2613,183
JAHM,2020.502732,2020.184,7/2/2020 0:00,-1003279.862,5959660.155,2032774.364,47,558607.2507,2068529.837,18.7072756,99.55586729,274.9347,312.2709,184
JAHM,2020.505465,2020.185,7/3/2020 0:00,-1003279.859,5959660.144,2032774.36,47,558607.2494,2068529.837,18.7072756,99.55586728,274.9223,312.2585,185
JAHM,2020.508197,2020.186,7/4/2020 0:00,-1003279.858,5959660.149,2032774.36,47,558607.2474,2068529.836,18.70727559,99.55586726,274.9268,312.2629,186
JAHM,2020.510929,2020.187,7/5/2020 0:00,-1003279.858,5959660.149,2032774.359,47,558607.248,2068529.835,18.70727558,99.55586727,274.9266,312.2627,187
JAHM,2020.513661,2020.188,7/6/2020 0:00,-1003279.862,5959660.146,2032774.357,47,558607.2518,2068529.834,18.70727556,99.5558673,274.924,312.2601,188
JAHM,2020.516393,2020.189,7/7/2020 0:00,-1003279.861,5959660.155,2032774.36,47,558607.2496,2068529.834,18.70727557,99.55586728,274.933,312.2691,189
JAHM,2020.519126,2020.19,7/8/2020 0:00,-1003279.867,5959660.165,2032774.364,47,558607.2534,2068529.834,18.70727557,99.55586732,274.9445,312.2807,190
JAHM,2020.521858,2020.191,7/9/2020 0:00,-1003279.856,5959660.145,2032774.355,47,558607.2461,2068529.833,18.70727556,99.55586725,274.9214,312.2576,191
JAHM,2020.52459,2020.192,7/10/2020 0:00,-1003279.86,5959660.15,2032774.357,47,558607.2494,2068529.833,18.70727556,99.55586728,274.9281,312.2642,192
JAHM,2020.527322,2020.193,7/11/2020 0:00,-1003279.859,5959660.144,2032774.354,47,558607.2499,2068529.832,18.70727555,99.55586728,274.9205,312.2567,193
JAHM,2020.530055,2020.194,7/12/2020 0:00,-1003279.864,5959660.157,2032774.361,47,558607.2517,2068529.834,18.70727557,99.5558673,274.9352,312.2714,194
JAHM,2020.532787,2020.195,7/13/2020 0:00,-1003279.862,5959660.149,2032774.358,47,558607.2513,2068529.834,18.70727556,99.5558673,274.9268,312.263,195
JAHM,2020.535519,2020.196,7/14/2020 0:00,-1003279.859,5959660.139,2032774.352,47,558607.2499,2068529.831,18.70727555,99.55586728,274.915,312.2511,196
JAHM,2020.538251,2020.197,7/15/2020 0:00,-1003279.856,5959660.136,2032774.352,47,558607.2477,2068529.833,18.70727555,99.55586726,274.9116,312.2477,197
JAHM,2020.540984,2020.198,7/16/2020 0:00,-1003279.859,5959660.155,2032774.36,47,558607.2477,2068529.834,18.70727557,99.55586726,274.9332,312.2693,198
JAHM,2020.543716,2020.199,7/17/2020 0:00,-1003279.862,5959660.161,2032774.358,47,558607.2497,2068529.83,18.70727553,99.55586728,274.9381,312.2742,199
JAHM,2020.546448,2020.2,7/18/2020 0:00,-1003279.858,5959660.138,2032774.354,47,558607.249,2068529.834,18.70727557,99.55586728,274.9151,312.2513,200
JAHM,2020.54918,2020.201,7/19/2020 0:00,-1003279.857,5959660.138,2032774.354,47,558607.2488,2068529.834,18.70727557,99.55586728,274.9149,312.2511,201
JAHM,2020.551913,2020.202,7/20/2020 0:00,-1003279.863,5959660.153,2032774.355,47,558607.2517,2068529.83,18.70727553,99.5558673,274.9306,312.2667,202
JAHM,2020.554645,2020.203,7/21/2020 0:00,-1003279.861,5959660.149,2032774.357,47,558607.2502,2068529.833,18.70727556,99.55586729,274.9262,312.2623,203
JAHM,2020.557377,2020.204,7/22/2020 0:00,-1003279.858,5959660.142,2032774.357,47,558607.2488,2068529.836,18.70727558,99.55586728,274.9201,312.2563,204
JAHM,2020.560109,2020.205,7/23/2020 0:00,-1003279.86,5959660.138,2032774.35,47,558607.2513,2068529.83,18.70727554,99.5558673,274.9138,312.2499,205
JAHM,2020.562842,2020.206,7/24/2020 0:00,-1003279.859,5959660.137,2032774.353,47,558607.2503,2068529.833,18.70727556,99.55586729,274.9139,312.25,206
JAHM,2020.565574,2020.207,7/25/2020 0:00,-1003279.858,5959660.144,2032774.355,47,558607.2481,2068529.833,18.70727556,99.55586727,274.9214,312.2575,207
JAHM,2020.568306,2020.208,7/26/2020 0:00,-1003279.861,5959660.147,2032774.358,47,558607.2505,2068529.834,18.70727557,99.55586729,274.9253,312.2615,208
JAHM,2020.571038,2020.209,7/27/2020 0:00,-1003279.86,5959660.149,2032774.358,47,558607.2492,2068529.834,18.70727557,99.55586728,274.9271,312.2632,209
JAHM,2020.573771,2020.21,7/28/2020 0:00,-1003279.858,5959660.142,2032774.351,47,558607.2491,2068529.829,18.70727553,99.55586728,274.9174,312.2536,210
JAHM,2020.576503,2020.211,7/29/2020 0:00,-1003279.861,5959660.14,2032774.352,47,558607.2523,2068529.832,18.70727555,99.55586731,274.9167,312.2529,211
JAHM,2020.579235,2020.212,7/30/2020 0:00,-1003279.861,5959660.14,2032774.353,47,558607.2519,2068529.832,18.70727555,99.5558673,274.9169,312.253,212
JAHM,2020.581967,2020.213,7/31/2020 0:00,-1003279.863,5959660.139,2032774.353,47,558607.2541,2068529.832,18.70727555,99.55586733,274.9162,312.2523,213
JAHM,2020.5847,2020.214,8/1/2020 0:00,-1003279.859,5959660.152,2032774.36,47,558607.2485,2068529.835,18.70727558,99.55586727,274.9297,312.2659,214
JAHM,2020.587432,2020.215,8/2/2020 0:00,-1003279.86,5959660.157,2032774.362,47,558607.2486,2068529.835,18.70727557,99.55586727,274.9359,312.272,215
JAHM,2020.590164,2020.216,8/3/2020 0:00,-1003279.862,5959660.142,2032774.355,47,558607.2529,2068529.833,18.70727556,99.55586731,274.9196,312.2558,216
JAHM,2020.592896,2020.217,8/4/2020 0:00,-1003279.859,5959660.143,2032774.353,47,558607.2496,2068529.831,18.70727554,99.55586728,274.9189,312.255,217
JAHM,2020.595628,2020.218,8/5/2020 0:00,-1003279.86,5959660.143,2032774.356,47,558607.2502,2068529.834,18.70727557,99.55586729,274.9211,312.2573,218
JAHM,2020.598361,2020.219,8/6/2020 0:00,-1003279.859,5959660.135,2032774.353,47,558607.2504,2068529.834,18.70727557,99.55586729,274.9119,312.248,219
JAHM,2020.601093,2020.22,8/7/2020 0:00,-1003279.861,5959660.148,2032774.354,47,558607.2508,2068529.83,18.70727553,99.55586729,274.9243,312.2605,220
JAHM,2020.603825,2020.221,8/8/2020 0:00,-1003279.858,5959660.141,2032774.353,47,558607.2488,2068529.832,18.70727555,99.55586728,274.9171,312.2532,221
JAHM,2020.606557,2020.222,8/9/2020 0:00,-1003279.861,5959660.146,2032774.355,47,558607.2505,2068529.833,18.70727556,99.55586729,274.9233,312.2594,222
JAHM,2020.60929,2020.223,8/10/2020 0:00,-1003279.856,5959660.139,2032774.352,47,558607.2472,2068529.832,18.70727555,99.55586726,274.9153,312.2514,223
JAHM,2020.612022,2020.224,8/11/2020 0:00,-1003279.859,5959660.138,2032774.351,47,558607.2506,2068529.831,18.70727554,99.55586729,274.9141,312.2503,224
JAHM,2020.614754,2020.225,8/12/2020 0:00,-1003279.863,5959660.148,2032774.354,47,558607.2532,2068529.83,18.70727554,99.55586732,274.9247,312.2608,225
JAHM,2020.617486,2020.226,8/13/2020 0:00,-1003279.859,5959660.144,2032774.354,47,558607.2494,2068529.832,18.70727555,99.55586728,274.9212,312.2573,226
JAHM,2020.620219,2020.227,8/14/2020 0:00,-1003279.859,5959660.135,2032774.353,47,558607.2509,2068529.834,18.70727557,99.5558673,274.9118,312.248,227
JAHM,2020.622951,2020.228,8/15/2020 0:00,-1003279.861,5959660.141,2032774.355,47,558607.2517,2068529.834,18.70727557,99.5558673,274.9187,312.2548,228
JAHM,2020.625683,2020.229,8/16/2020 0:00,-1003279.86,5959660.133,2032774.351,47,558607.2523,2068529.833,18.70727556,99.55586731,274.9096,312.2458,229
JAHM,2020.628415,2020.23,8/17/2020 0:00,-1003279.86,5959660.135,2032774.351,47,558607.2514,2068529.832,18.70727555,99.5558673,274.912,312.2481,230
JAHM,2020.631148,2020.231,8/18/2020 0:00,-1003279.86,5959660.142,2032774.354,47,558607.251,2068529.832,18.70727555,99.5558673,274.9188,312.2549,231
JAHM,2020.63388,2020.232,8/19/2020 0:00,-1003279.857,5959660.126,2032774.349,47,558607.2507,2068529.833,18.70727556,99.55586729,274.9017,312.2379,232
JAHM,2020.636612,2020.233,8/20/2020 0:00,-1003279.856,5959660.123,2032774.348,47,558607.2501,2068529.833,18.70727556,99.55586729,274.8986,312.2347,233
JAHM,2020.639344,2020.234,8/21/2020 0:00,-1003279.862,5959660.136,2032774.35,47,558607.2539,2068529.83,18.70727553,99.55586732,274.9129,312.249,234
JAHM,2020.642077,2020.235,8/22/2020 0:00,-1003279.858,5959660.13,2032774.346,47,558607.251,2068529.829,18.70727552,99.5558673,274.9054,312.2415,235
JAHM,2020.644809,2020.236,8/23/2020 0:00,-1003279.856,5959660.126,2032774.348,47,558607.2494,2068529.832,18.70727555,99.55586728,274.9017,312.2378,236
JAHM,2020.647541,2020.237,8/24/2020 0:00,-1003279.856,5959660.126,2032774.347,47,558607.2498,2068529.831,18.70727554,99.55586728,274.9011,312.2372,237
JAHM,2020.650273,2020.238,8/25/2020 0:00,-1003279.859,5959660.137,2032774.352,47,558607.2501,2068529.832,18.70727555,99.55586729,274.9134,312.2495,238
JAHM,2020.653006,2020.239,8/26/2020 0:00,-1003279.856,5959660.13,2032774.351,47,558607.249,2068529.834,18.70727557,99.55586728,274.9066,312.2427,239
JAHM,2020.655738,2020.24,8/27/2020 0:00,-1003279.857,5959660.147,2032774.355,47,558607.2473,2068529.832,18.70727555,99.55586726,274.9234,312.2595,240
JAHM,2020.65847,2020.241,8/28/2020 0:00,-1003279.853,5959660.122,2032774.35,47,558607.2472,2068529.835,18.70727558,99.55586726,274.8982,312.2343,241
JAHM,2020.661202,2020.242,8/29/2020 0:00,-1003279.86,5959660.136,2032774.355,47,558607.2517,2068529.836,18.70727558,99.5558673,274.9135,312.2496,242
JAHM,2020.663934,2020.243,8/30/2020 0:00,-1003279.853,5959660.126,2032774.349,47,558607.2465,2068529.833,18.70727556,99.55586725,274.9016,312.2377,243
JAHM,2020.666667,2020.244,8/31/2020 0:00,-1003279.859,5959660.14,2032774.354,47,558607.2499,2068529.833,18.70727556,99.55586729,274.9169,312.253,244
JAHM,2020.669399,2020.245,9/1/2020 0:00,-1003279.861,5959660.137,2032774.355,47,558607.2523,2068529.835,18.70727557,99.55586731,274.9147,312.2509,245
JAHM,2020.672131,2020.246,9/2/2020 0:00,-1003279.858,5959660.138,2032774.352,47,558607.2492,2068529.832,18.70727555,99.55586728,274.9145,312.2506,246
JAHM,2020.674863,2020.247,9/3/2020 0:00,-1003279.863,5959660.144,2032774.355,47,558607.2531,2068529.833,18.70727556,99.55586732,274.9211,312.2573,247
JAHM,2020.677596,2020.248,9/4/2020 0:00,-1003279.86,5959660.139,2032774.355,47,558607.2512,2068529.834,18.70727557,99.5558673,274.9167,312.2529,248
JAHM,2020.680328,2020.249,9/5/2020 0:00,-1003279.86,5959660.132,2032774.347,47,558607.2523,2068529.829,18.70727552,99.55586731,274.9073,312.2434,249
JAHM,2020.68306,2020.25,9/6/2020 0:00,-1003279.859,5959660.137,2032774.349,47,558607.2509,2068529.829,18.70727553,99.55586729,274.9128,312.2489,250
JAHM,2020.685792,2020.251,9/7/2020 0:00,-1003279.861,5959660.136,2032774.353,47,558607.2523,2068529.833,18.70727556,99.55586731,274.9128,312.2489,251
JAHM,2020.688525,2020.252,9/8/2020 0:00,-1003279.86,5959660.136,2032774.349,47,558607.2522,2068529.83,18.70727553,99.55586731,274.9116,312.2478,252
JAHM,2020.691257,2020.253,9/9/2020 0:00,-1003279.86,5959660.137,2032774.355,47,558607.2514,2068529.835,18.70727557,99.5558673,274.9146,312.2508,253
JAHM,2020.693989,2020.254,9/10/2020 0:00,-1003279.859,5959660.142,2032774.354,47,558607.2501,2068529.833,18.70727556,99.55586729,274.9192,312.2553,254
JAHM,2020.696721,2020.255,9/11/2020 0:00,-1003279.857,5959660.131,2032774.347,47,558607.2494,2068529.829,18.70727553,99.55586728,274.9058,312.2419,255
JAHM,2020.699454,2020.256,9/12/2020 0:00,-1003279.858,5959660.134,2032774.351,47,558607.2504,2068529.832,18.70727555,99.55586729,274.9105,312.2466,256
JAHM,2020.702186,2020.257,9/13/2020 0:00,-1003279.86,5959660.135,2032774.351,47,558607.2522,2068529.832,18.70727555,99.55586731,274.9117,312.2478,257
JAHM,2020.704918,2020.258,9/14/2020 0:00,-1003279.86,5959660.136,2032774.351,47,558607.2514,2068529.832,18.70727555,99.5558673,274.913,312.2491,258
JAHM,2020.70765,2020.259,9/15/2020 0:00,-1003279.858,5959660.133,2032774.349,47,558607.2503,2068529.831,18.70727554,99.55586729,274.9087,312.2448,259
JAHM,2020.710383,2020.26,9/16/2020 0:00,-1003279.862,5959660.134,2032774.35,47,558607.2535,2068529.831,18.70727554,99.55586732,274.9107,312.2468,260
JAHM,2020.713115,2020.261,9/17/2020 0:00,-1003279.861,5959660.14,2032774.356,47,558607.2518,2068529.835,18.70727558,99.5558673,274.9176,312.2537,261
JAHM,2020.715847,2020.262,9/18/2020 0:00,-1003279.866,5959660.15,2032774.354,47,558607.2557,2068529.829,18.70727553,99.55586734,274.927,312.2632,262
JAHM,2020.718579,2020.263,9/19/2020 0:00,-1003279.86,5959660.125,2032774.348,47,558607.253,2068529.832,18.70727555,99.55586731,274.9016,312.2378,263
JAHM,2020.721312,2020.264,9/20/2020 0:00,-1003279.86,5959660.133,2032774.348,47,558607.2521,2068529.83,18.70727553,99.55586731,274.9083,312.2444,264
JAHM,2020.724044,2020.265,9/21/2020 0:00,-1003279.863,5959660.139,2032774.349,47,558607.2544,2068529.829,18.70727552,99.55586733,274.9153,312.2514,265
JAHM,2020.726776,2020.266,9/22/2020 0:00,-1003279.862,5959660.13,2032774.347,47,558607.2545,2068529.83,18.70727553,99.55586733,274.906,312.2422,266
JAHM,2020.729508,2020.267,9/23/2020 0:00,-1003279.856,5959660.121,2032774.347,47,558607.2506,2068529.832,18.70727555,99.55586729,274.8967,312.2328,267
JAHM,2020.73224,2020.268,9/24/2020 0:00,-1003279.863,5959660.137,2032774.349,47,558607.2542,2068529.829,18.70727553,99.55586733,274.9131,312.2492,268
JAHM,2020.734973,2020.269,9/25/2020 0:00,-1003279.862,5959660.132,2032774.35,47,558607.2546,2068529.832,18.70727555,99.55586733,274.9085,312.2446,269
JAHM,2020.737705,2020.27,9/26/2020 0:00,-1003279.866,5959660.139,2032774.353,47,558607.2565,2068529.832,18.70727555,99.55586735,274.9169,312.2531,270
JAHM,2020.740437,2020.271,9/27/2020 0:00,-1003279.865,5959660.138,2032774.35,47,558607.2558,2068529.83,18.70727553,99.55586734,274.9152,312.2513,271
JAHM,2020.743169,2020.272,9/28/2020 0:00,-1003279.861,5959660.137,2032774.352,47,558607.2526,2068529.832,18.70727555,99.55586731,274.9141,312.2502,272
JAHM,2020.745902,2020.273,9/29/2020 0:00,-1003279.865,5959660.14,2032774.352,47,558607.2557,2068529.831,18.70727554,99.55586734,274.9175,312.2536,273
JAHM,2020.748634,2020.274,9/30/2020 0:00,-1003279.86,5959660.129,2032774.349,47,558607.2531,2068529.832,18.70727555,99.55586732,274.905,312.2411,274
JAHM,2020.751366,2020.275,10/1/2020 0:00,-1003279.86,5959660.125,2032774.348,47,558607.2537,2068529.833,18.70727556,99.55586732,274.901,312.2371,275
JAHM,2020.754098,2020.276,10/2/2020 0:00,-1003279.862,5959660.134,2032774.35,47,558607.2541,2068529.831,18.70727554,99.55586732,274.9103,312.2465,276
JAHM,2020.756831,2020.277,10/3/2020 0:00,-1003279.861,5959660.13,2032774.344,47,558607.2532,2068529.827,18.7072755,99.55586732,274.905,312.2412,277
JAHM,2020.759563,2020.278,10/4/2020 0:00,-1003279.862,5959660.136,2032774.349,47,558607.2537,2068529.83,18.70727553,99.55586732,274.9125,312.2486,278
JAHM,2020.762295,2020.279,10/5/2020 0:00,-1003279.865,5959660.134,2032774.352,47,558607.2574,2068529.833,18.70727556,99.55586736,274.9114,312.2475,279
JAHM,2020.765027,2020.28,10/6/2020 0:00,-1003279.864,5959660.144,2032774.353,47,558607.2544,2068529.83,18.70727553,99.55586733,274.9209,312.257,280
JAHM,2020.76776,2020.281,10/7/2020 0:00,-1003279.865,5959660.133,2032774.35,47,558607.2569,2068529.832,18.70727555,99.55586735,274.9104,312.2465,281
JAHM,2020.770492,2020.282,10/8/2020 0:00,-1003279.863,5959660.13,2032774.35,47,558607.2559,2068529.832,18.70727555,99.55586734,274.907,312.2431,282
JAHM,2020.773224,2020.283,10/9/2020 0:00,-1003279.863,5959660.131,2032774.35,47,558607.255,2068529.832,18.70727555,99.55586733,274.9077,312.2439,283
JAHM,2020.775956,2020.284,10/10/2020 0:00,-1003279.865,5959660.134,2032774.35,47,558607.2566,2068529.831,18.70727554,99.55586735,274.9114,312.2476,284
JAHM,2020.778689,2020.285,10/11/2020 0:00,-1003279.866,5959660.135,2032774.352,47,558607.2575,2068529.832,18.70727555,99.55586736,274.913,312.2491,285
JAHM,2020.781421,2020.286,10/12/2020 0:00,-1003279.863,5959660.132,2032774.347,47,558607.2557,2068529.829,18.70727552,99.55586734,274.9078,312.2439,286
JAHM,2020.784153,2020.287,10/13/2020 0:00,-1003279.865,5959660.138,2032774.349,47,558607.256,2068529.829,18.70727552,99.55586734,274.9143,312.2504,287
JAHM,2020.786885,2020.288,10/14/2020 0:00,-1003279.868,5959660.138,2032774.35,47,558607.2589,2068529.83,18.70727553,99.55586737,274.9155,312.2516,288
JAHM,2020.789618,2020.289,10/15/2020 0:00,-1003279.864,5959660.132,2032774.346,47,558607.2564,2068529.828,18.70727551,99.55586735,274.9078,312.2439,289
JAHM,2020.79235,2020.29,10/16/2020 0:00,-1003279.866,5959660.134,2032774.346,47,558607.2579,2068529.827,18.7072755,99.55586736,274.9098,312.246,290
JAHM,2020.795082,2020.291,10/17/2020 0:00,-1003279.867,5959660.133,2032774.35,47,558607.2589,2068529.831,18.70727554,99.55586737,274.9106,312.2468,291
JAHM,2020.797814,2020.292,10/18/2020 0:00,-1003279.862,5959660.132,2032774.347,47,558607.2545,2068529.829,18.70727552,99.55586733,274.9072,312.2433,292
JAHM,2020.800546,2020.293,10/19/2020 0:00,-1003279.866,5959660.14,2032774.352,47,558607.257,2068529.83,18.70727554,99.55586735,274.9174,312.2535,293
JAHM,2020.803279,2020.294,10/20/2020 0:00,-1003279.865,5959660.132,2032774.347,47,558607.2569,2068529.829,18.70727553,99.55586735,274.9078,312.244,294
JAHM,2020.806011,2020.295,10/21/2020 0:00,-1003279.866,5959660.136,2032774.35,47,558607.2571,2068529.831,18.70727554,99.55586735,274.913,312.2491,295
JAHM,2020.808743,2020.296,10/22/2020 0:00,-1003279.866,5959660.134,2032774.351,47,558607.2583,2068529.832,18.70727555,99.55586736,274.9113,312.2474,296
JAHM,2020.811475,2020.297,10/23/2020 0:00,-1003279.867,5959660.138,2032774.352,47,558607.2581,2068529.832,18.70727555,99.55586736,274.9153,312.2514,297
JAHM,2020.814208,2020.298,10/24/2020 0:00,-1003279.868,5959660.133,2032774.347,47,558607.2601,2068529.828,18.70727551,99.55586738,274.9098,312.246,298
JAHM,2020.81694,2020.299,10/25/2020 0:00,-1003279.868,5959660.14,2032774.353,47,558607.2593,2068529.832,18.70727555,99.55586737,274.9182,312.2543,299
JAHM,2020.819672,2020.3,10/26/2020 0:00,-1003279.866,5959660.129,2032774.349,47,558607.2591,2068529.832,18.70727555,99.55586737,274.9065,312.2426,300
JAHM,2020.822404,2020.301,10/27/2020 0:00,-1003279.866,5959660.138,2032774.351,47,558607.2573,2068529.831,18.70727554,99.55586736,274.9152,312.2513,301
JAHM,2020.825137,2020.302,10/28/2020 0:00,-1003279.865,5959660.127,2032774.348,47,558607.2577,2068529.831,18.70727554,99.55586736,274.9039,312.24,302
JAHM,2020.827869,2020.303,10/29/2020 0:00,-1003279.866,5959660.137,2032774.349,47,558607.2575,2068529.829,18.70727553,99.55586736,274.9135,312.2496,303
JAHM,2020.830601,2020.304,10/30/2020 0:00,-1003279.867,5959660.133,2032774.351,47,558607.2592,2068529.832,18.70727555,99.55586737,274.9105,312.2466,304
JAHM,2020.833333,2020.305,10/31/2020 0:00,-1003279.866,5959660.129,2032774.35,47,558607.259,2068529.833,18.70727556,99.55586737,274.9066,312.2427,305
JAHM,2020.836066,2020.306,11/1/2020 0:00,-1003279.864,5959660.126,2032774.349,47,558607.2576,2068529.833,18.70727556,99.55586736,274.9032,312.2393,306
JAHM,2020.838798,2020.307,11/2/2020 0:00,-1003279.866,5959660.127,2032774.35,47,558607.2591,2068529.833,18.70727556,99.55586737,274.905,312.2412,307
JAHM,2020.84153,2020.308,11/3/2020 0:00,-1003279.868,5959660.14,2032774.352,47,558607.2592,2068529.831,18.70727554,99.55586737,274.9179,312.2541,308
JAHM,2020.844262,2020.309,11/4/2020 0:00,-1003279.872,5959660.137,2032774.356,47,558607.2632,2068529.835,18.70727558,99.55586741,274.9168,312.253,309
JAHM,2020.846995,2020.31,11/5/2020 0:00,-1003279.873,5959660.131,2032774.352,47,558607.2648,2068529.834,18.70727556,99.55586743,274.9102,312.2464,310
JAHM,2020.849727,2020.311,11/6/2020 0:00,-1003279.867,5959660.13,2032774.347,47,558607.2594,2068529.829,18.70727553,99.55586737,274.9063,312.2424,311
JAHM,2020.852459,2020.312,11/7/2020 0:00,-1003279.868,5959660.128,2032774.35,47,558607.261,2068529.833,18.70727556,99.55586739,274.9063,312.2424,312
JAHM,2020.855191,2020.313,11/8/2020 0:00,-1003279.872,5959660.141,2032774.353,47,558607.2625,2068529.831,18.70727554,99.5558674,274.9193,312.2554,313
JAHM,2020.857924,2020.314,11/9/2020 0:00,-1003279.87,5959660.143,2032774.355,47,558607.2605,2068529.833,18.70727556,99.55586739,274.9221,312.2582,314
JAHM,2020.860656,2020.315,11/10/2020 0:00,-1003279.868,5959660.13,2032774.349,47,558607.2609,2068529.831,18.70727554,99.55586739,274.907,312.2431,315
JAHM,2020.863388,2020.316,11/11/2020 0:00,-1003279.87,5959660.131,2032774.35,47,558607.2625,2068529.831,18.70727554,99.5558674,274.9094,312.2455,316
JAHM,2020.86612,2020.317,11/12/2020 0:00,-1003279.873,5959660.133,2032774.35,47,558607.2647,2068529.831,18.70727554,99.55586743,274.9113,312.2474,317
