sta,doy,ydoy,ymd,x,y,z,ZONE,EOT20 Easting,N,lat,lon,ell_h,msl_h,DOY
KOGD,2020.639344,2020.234,8/21/2020 0:00,-1356671.068,6098368.043,1280387.725,47,886290.0814,1291158.419,11.65806293,102.5420413,35.9766,55.8164,
KOGD,2020.642077,2020.235,8/22/2020 0:00,-1356671.064,6098368.04,1280387.725,47,886290.0785,1291158.42,11.65806294,102.5420413,35.9731,55.8129,
KOGD,2020.644809,2020.236,8/23/2020 0:00,-1356671.062,6098368.034,1280387.726,47,886290.0779,1291158.422,11.65806296,102.5420412,35.9671,55.8069,
KOGD,2020.647541,2020.237,8/24/2020 0:00,-1356671.064,6098368.035,1280387.723,47,886290.0794,1291158.419,11.65806293,102.5420413,35.9675,55.8073,
KOGD,2020.650273,2020.238,8/25/2020 0:00,-1356671.064,6098368.036,1280387.725,47,886290.0792,1291158.421,11.65806295,102.5420413,35.9694,55.8092,
KOGD,2020.653006,2020.239,8/26/2020 0:00,-1356671.062,6098368.037,1280387.726,47,886290.0775,1291158.421,11.65806295,102.5420412,35.9702,55.81,
KOGD,2020.655738,2020.24,8/27/2020 0:00,-1356671.064,6098368.048,1280387.73,47,886290.0768,1291158.422,11.65806296,102.5420412,35.9817,55.8215,
KOGD,2020.65847,2020.241,8/28/2020 0:00,-1356671.063,6098368.046,1280387.729,47,886290.0762,1291158.423,11.65806297,102.5420412,35.979,55.8188,
KOGD,2020.661202,2020.242,8/29/2020 0:00,-1356671.066,6098368.046,1280387.73,47,886290.0796,1291158.423,11.65806297,102.5420413,35.9797,55.8195,
KOGD,2020.663934,2020.243,8/30/2020 0:00,-1356671.065,6098368.043,1280387.728,47,886290.079,1291158.422,11.65806296,102.5420413,35.9763,55.8161,
KOGD,2020.666667,2020.244,8/31/2020 0:00,-1356671.065,6098368.041,1280387.728,47,886290.0791,1291158.422,11.65806296,102.5420413,35.9744,55.8142,
KOGD,2020.669399,2020.245,9/1/2020 0:00,-1356671.067,6098368.038,1280387.726,47,886290.0815,1291158.421,11.65806295,102.5420413,35.9715,55.8113,
KOGD,2020.672131,2020.246,9/2/2020 0:00,-1356671.066,6098368.05,1280387.722,47,886290.0786,1291158.414,11.65806289,102.5420413,35.9828,55.8226,
KOGD,2020.674863,2020.247,9/3/2020 0:00,-1356671.067,6098368.043,1280387.723,47,886290.0808,1291158.417,11.65806291,102.5420413,35.976,55.8158,
KOGD,2020.677596,2020.248,9/4/2020 0:00,-1356671.063,6098368.03,1280387.724,47,886290.0791,1291158.42,11.65806295,102.5420413,35.9633,55.8031,
KOGD,2020.680328,2020.249,9/5/2020 0:00,-1356671.062,6098368.034,1280387.724,47,886290.0773,1291158.42,11.65806294,102.5420412,35.9667,55.8065,
KOGD,2020.68306,2020.25,9/6/2020 0:00,-1356671.067,6098368.037,1280387.726,47,886290.0822,1291158.421,11.65806295,102.5420413,35.9711,55.8109,
KOGD,2020.685792,2020.251,9/7/2020 0:00,-1356671.065,6098368.029,1280387.719,47,886290.0819,1291158.416,11.6580629,102.5420413,35.9614,55.8012,
KOGD,2020.688525,2020.252,9/8/2020 0:00,-1356671.066,6098368.033,1280387.725,47,886290.0814,1291158.421,11.65806295,102.5420413,35.967,55.8068,
KOGD,2020.691257,2020.253,9/9/2020 0:00,-1356671.065,6098368.037,1280387.726,47,886290.0802,1291158.421,11.65806295,102.5420413,35.9706,55.8104,
KOGD,2020.693989,2020.254,9/10/2020 0:00,-1356671.066,6098368.036,1280387.726,47,886290.0814,1291158.421,11.65806295,102.5420413,35.9698,55.8096,
KOGD,2020.696721,2020.255,9/11/2020 0:00,-1356671.068,6098368.031,1280387.722,47,886290.0843,1291158.419,11.65806293,102.5420413,35.965,55.8048,
KOGD,2020.699454,2020.256,9/12/2020 0:00,-1356671.063,6098368.044,1280387.729,47,886290.0766,1291158.423,11.65806296,102.5420412,35.9776,55.8174,
KOGD,2020.702186,2020.257,9/13/2020 0:00,-1356671.065,6098368.04,1280387.725,47,886290.0791,1291158.419,11.65806293,102.5420413,35.9731,55.813,
KOGD,2020.704918,2020.258,9/14/2020 0:00,-1356671.065,6098368.037,1280387.724,47,886290.0806,1291158.419,11.65806294,102.5420413,35.9699,55.8097,
KOGD,2020.70765,2020.259,9/15/2020 0:00,-1356671.072,6098368.047,1280387.723,47,886290.085,1291158.416,11.65806291,102.5420413,35.9808,55.8206,
KOGD,2020.710383,2020.26,9/16/2020 0:00,-1356671.069,6098368.047,1280387.724,47,886290.0818,1291158.417,11.65806292,102.5420413,35.9807,55.8205,
KOGD,2020.713115,2020.261,9/17/2020 0:00,-1356671.072,6098368.049,1280387.728,47,886290.0847,1291158.42,11.65806294,102.5420413,35.9837,55.8235,
KOGD,2020.715847,2020.262,9/18/2020 0:00,-1356671.071,6098368.045,1280387.725,47,886290.084,1291158.418,11.65806292,102.5420413,35.9786,55.8185,
KOGD,2020.718579,2020.263,9/19/2020 0:00,-1356671.066,6098368.035,1280387.722,47,886290.0813,1291158.417,11.65806292,102.5420413,35.9679,55.8077,
KOGD,2020.721312,2020.264,9/20/2020 0:00,-1356671.068,6098368.039,1280387.721,47,886290.0823,1291158.416,11.6580629,102.5420413,35.9715,55.8113,
KOGD,2020.724044,2020.265,9/21/2020 0:00,-1356671.067,6098368.035,1280387.722,47,886290.0827,1291158.418,11.65806292,102.5420413,35.9687,55.8085,
KOGD,2020.726776,2020.266,9/22/2020 0:00,-1356671.072,6098368.038,1280387.728,47,886290.0862,1291158.423,11.65806296,102.5420413,35.973,55.8128,
KOGD,2020.729508,2020.267,9/23/2020 0:00,-1356671.065,6098368.041,1280387.727,47,886290.079,1291158.422,11.65806296,102.5420413,35.9747,55.8145,
KOGD,2020.73224,2020.268,9/24/2020 0:00,-1356671.069,6098368.031,1280387.724,47,886290.0849,1291158.42,11.65806294,102.5420413,35.9652,55.805,
KOGD,2020.734973,2020.269,9/25/2020 0:00,-1356671.069,6098368.039,1280387.727,47,886290.0831,1291158.421,11.65806295,102.5420413,35.9737,55.8135,
KOGD,2020.737705,2020.27,9/26/2020 0:00,-1356671.069,6098368.036,1280387.725,47,886290.0844,1291158.42,11.65806294,102.5420413,35.97,55.8098,
KOGD,2020.740437,2020.271,9/27/2020 0:00,-1356671.072,6098368.031,1280387.721,47,886290.0878,1291158.418,11.65806292,102.5420413,35.9652,55.805,
KOGD,2020.743169,2020.272,9/28/2020 0:00,-1356671.074,6098368.045,1280387.723,47,886290.0873,1291158.416,11.6580629,102.5420413,35.9793,55.8191,
KOGD,2020.745902,2020.273,9/29/2020 0:00,-1356671.072,6098368.037,1280387.722,47,886290.0871,1291158.417,11.65806292,102.5420413,35.9709,55.8107,
KOGD,2020.748634,2020.274,9/30/2020 0:00,-1356671.068,6098368.035,1280387.727,47,886290.0829,1291158.422,11.65806296,102.5420413,35.9697,55.8095,
KOGD,2020.751366,2020.275,10/1/2020 0:00,-1356671.068,6098368.033,1280387.727,47,886290.0836,1291158.422,11.65806296,102.5420413,35.9678,55.8076,
KOGD,2020.754098,2020.276,10/2/2020 0:00,-1356671.069,6098368.028,1280387.723,47,886290.0862,1291158.419,11.65806293,102.5420413,35.9623,55.8021,
KOGD,2020.756831,2020.277,10/3/2020 0:00,-1356671.07,6098368.031,1280387.719,47,886290.0861,1291158.415,11.6580629,102.5420413,35.9644,55.8042,
KOGD,2020.759563,2020.278,10/4/2020 0:00,-1356671.069,6098368.033,1280387.724,47,886290.0847,1291158.42,11.65806294,102.5420413,35.9667,55.8065,
KOGD,2020.762295,2020.279,10/5/2020 0:00,-1356671.071,6098368.025,1280387.722,47,886290.0886,1291158.42,11.65806294,102.5420413,35.9592,55.799,
KOGD,2020.765027,2020.28,10/6/2020 0:00,-1356671.068,6098368.024,1280387.726,47,886290.0855,1291158.424,11.65806297,102.5420413,35.9586,55.7984,
KOGD,2020.76776,2020.281,10/7/2020 0:00,-1356671.067,6098368.028,1280387.725,47,886290.0844,1291158.422,11.65806296,102.5420413,35.962,55.8018,
KOGD,2020.770492,2020.282,10/8/2020 0:00,-1356671.068,6098368.033,1280387.729,47,886290.0838,1291158.425,11.65806298,102.5420413,35.9677,55.8075,
KOGD,2020.773224,2020.283,10/9/2020 0:00,-1356671.069,6098368.035,1280387.723,47,886290.0843,1291158.419,11.65806293,102.5420413,35.9687,55.8085,
KOGD,2020.775956,2020.284,10/10/2020 0:00,-1356671.069,6098368.037,1280387.724,47,886290.0844,1291158.418,11.65806293,102.5420413,35.971,55.8108,
KOGD,2020.778689,2020.285,10/11/2020 0:00,-1356671.069,6098368.021,1280387.723,47,886290.0874,1291158.421,11.65806295,102.5420413,35.9558,55.7956,
KOGD,2020.781421,2020.286,10/12/2020 0:00,-1356671.073,6098368.037,1280387.726,47,886290.0875,1291158.421,11.65806295,102.5420413,35.9723,55.8121,
KOGD,2020.784153,2020.287,10/13/2020 0:00,-1356671.07,6098368.038,1280387.723,47,886290.0851,1291158.418,11.65806292,102.5420413,35.9719,55.8117,
KOGD,2020.786885,2020.288,10/14/2020 0:00,-1356671.07,6098368.033,1280387.722,47,886290.0854,1291158.418,11.65806292,102.5420413,35.9668,55.8066,
KOGD,2020.803279,2020.294,10/20/2020 0:00,-1356671.068,6098368.016,1280387.718,47,886290.0881,1291158.418,11.65806292,102.5420413,35.9493,55.7891,
KOGD,2020.806011,2020.295,10/21/2020 0:00,-1356671.069,6098368.031,1280387.724,47,886290.0851,1291158.421,11.65806295,102.5420413,35.9654,55.8052,
KOGD,2020.808743,2020.296,10/22/2020 0:00,-1356671.069,6098368.031,1280387.725,47,886290.0854,1291158.421,11.65806295,102.5420413,35.9649,55.8047,
KOGD,2020.811475,2020.297,10/23/2020 0:00,-1356671.066,6098368.023,1280387.724,47,886290.0844,1291158.422,11.65806296,102.5420413,35.9569,55.7967,
KOGD,2020.814208,2020.298,10/24/2020 0:00,-1356671.07,6098368.023,1280387.72,47,886290.0879,1291158.418,11.65806292,102.5420413,35.9574,55.7972,
KOGD,2020.81694,2020.299,10/25/2020 0:00,-1356671.069,6098368.021,1280387.721,47,886290.0873,1291158.419,11.65806293,102.5420413,35.9549,55.7947,
KOGD,2020.819672,2020.3,10/26/2020 0:00,-1356671.068,6098368.017,1280387.722,47,886290.0878,1291158.421,11.65806295,102.5420413,35.9507,55.7905,
KOGD,2020.822404,2020.301,10/27/2020 0:00,-1356671.07,6098368.027,1280387.722,47,886290.0867,1291158.419,11.65806293,102.5420413,35.9609,55.8007,
KOGD,2020.825137,2020.302,10/28/2020 0:00,-1356671.071,6098368.03,1280387.722,47,886290.0877,1291158.418,11.65806292,102.5420413,35.9643,55.8042,
KOGD,2020.827869,2020.303,10/29/2020 0:00,-1356671.068,6098368.029,1280387.725,47,886290.0848,1291158.422,11.65806295,102.5420413,35.963,55.8028,
KOGD,2020.830601,2020.304,10/30/2020 0:00,-1356671.067,6098368.017,1280387.72,47,886290.0862,1291158.42,11.65806294,102.5420413,35.9506,55.7904,
KOGD,2020.833333,2020.305,10/31/2020 0:00,-1356671.069,6098368.028,1280387.721,47,886290.0859,1291158.417,11.65806292,102.5420413,35.9621,55.8019,
KOGD,2020.836066,2020.306,11/1/2020 0:00,-1356671.067,6098368.007,1280387.719,47,886290.0888,1291158.42,11.65806294,102.5420413,35.9405,55.7803,
KOGD,2020.838798,2020.307,11/2/2020 0:00,-1356671.068,6098368.016,1280387.722,47,886290.0874,1291158.421,11.65806295,102.5420413,35.9507,55.7905,
KOGD,2020.84153,2020.308,11/3/2020 0:00,-1356671.069,6098368.022,1280387.724,47,886290.0874,1291158.422,11.65806296,102.5420413,35.9564,55.7962,
KOGD,2020.844262,2020.309,11/4/2020 0:00,-1356671.067,6098368.021,1280387.724,47,886290.0857,1291158.422,11.65806296,102.5420413,35.9557,55.7955,
KOGD,2020.846995,2020.31,11/5/2020 0:00,-1356671.072,6098368.028,1280387.725,47,886290.0891,1291158.422,11.65806296,102.5420413,35.9631,55.8029,
KOGD,2020.849727,2020.311,11/6/2020 0:00,-1356671.073,6098368.028,1280387.724,47,886290.0896,1291158.42,11.65806294,102.5420414,35.9631,55.8029,
KOGD,2020.852459,2020.312,11/7/2020 0:00,-1356671.07,6098368.033,1280387.726,47,886290.0854,1291158.422,11.65806296,102.5420413,35.9675,55.8073,
KOGD,2020.855191,2020.313,11/8/2020 0:00,-1356671.077,6098368.034,1280387.726,47,886290.092,1291158.421,11.65806295,102.5420414,35.9704,55.8102,
KOGD,2020.857924,2020.314,11/9/2020 0:00,-1356671.071,6098368.02,1280387.721,47,886290.09,1291158.419,11.65806293,102.5420414,35.9548,55.7946,
KOGD,2020.860656,2020.315,11/10/2020 0:00,-1356671.074,6098368.033,1280387.723,47,886290.09,1291158.419,11.65806293,102.5420414,35.9677,55.8075,
KOGD,2020.863388,2020.316,11/11/2020 0:00,-1356671.076,6098368.035,1280387.724,47,886290.0914,1291158.419,11.65806293,102.5420414,35.9707,55.8105,
KOGD,2020.86612,2020.317,11/12/2020 0:00,-1356671.073,6098368.019,1280387.718,47,886290.0918,1291158.416,11.65806291,102.5420414,35.9535,55.7933,
KOGD,2020.868853,2020.318,11/13/2020 0:00,-1356671.07,6098368.02,1280387.721,47,886290.0882,1291158.419,11.65806294,102.5420413,35.9544,55.7942,
KOGD,2020.871585,2020.319,11/14/2020 0:00,-1356671.071,6098368.03,1280387.723,47,886290.0873,1291158.419,11.65806293,102.5420413,35.9642,55.804,
KOGD,2020.874317,2020.32,11/15/2020 0:00,-1356671.073,6098368.036,1280387.725,47,886290.0881,1291158.42,11.65806294,102.5420413,35.9709,55.8107,
KOGD,2020.877049,2020.321,11/16/2020 0:00,-1356671.073,6098368.021,1280387.722,47,886290.091,1291158.42,11.65806294,102.5420414,35.9559,55.7957,
KOGD,2020.879781,2020.322,11/17/2020 0:00,-1356671.07,6098368.023,1280387.722,47,886290.0881,1291158.42,11.65806294,102.5420413,35.9572,55.797,
KOGD,2020.882514,2020.323,11/18/2020 0:00,-1356671.07,6098368.022,1280387.724,47,886290.0881,1291158.422,11.65806296,102.5420413,35.9568,55.7966,
KOGD,2020.885246,2020.324,11/19/2020 0:00,-1356671.077,6098368.044,1280387.729,47,886290.0903,1291158.422,11.65806296,102.5420414,35.9807,55.8205,
KOGD,2020.887978,2020.325,11/20/2020 0:00,-1356671.077,6098368.033,1280387.726,47,886290.0925,1291158.422,11.65806295,102.5420414,35.9694,55.8092,
KOGD,2020.89071,2020.326,11/21/2020 0:00,-1356671.076,6098368.034,1280387.724,47,886290.0919,1291158.419,11.65806293,102.5420414,35.9693,55.8092,
KOGD,2020.893443,2020.327,11/22/2020 0:00,-1356671.071,6098368.029,1280387.726,47,886290.088,1291158.422,11.65806296,102.5420413,35.9644,55.8042,
KOGD,2020.896175,2020.328,11/23/2020 0:00,-1356671.07,6098368.019,1280387.72,47,886290.0892,1291158.418,11.65806292,102.5420413,35.9532,55.793,
KOGD,2020.898907,2020.329,11/24/2020 0:00,-1356671.072,6098368.018,1280387.718,47,886290.0916,1291158.417,11.65806292,102.5420414,35.952,55.7918,
KOGD,2020.901639,2020.33,11/25/2020 0:00,-1356671.072,6098368.03,1280387.723,47,886290.0882,1291158.419,11.65806293,102.5420413,35.9643,55.8041,
KOGD,2020.904372,2020.331,11/26/2020 0:00,-1356671.075,6098368.017,1280387.727,47,886290.0941,1291158.426,11.65806299,102.5420414,35.9534,55.7932,
KOGD,2020.907104,2020.332,11/27/2020 0:00,-1356671.071,6098368.028,1280387.722,47,886290.0878,1291158.419,11.65806293,102.5420413,35.9623,55.8021,
KOGD,2020.909836,2020.333,11/28/2020 0:00,-1356671.074,6098368.024,1280387.724,47,886290.0916,1291158.421,11.65806295,102.5420414,35.9599,55.7998,
KOGD,2020.912568,2020.334,11/29/2020 0:00,-1356671.071,6098368.023,1280387.726,47,886290.0887,1291158.424,11.65806298,102.5420413,35.9583,55.7981,
KOGD,2020.915301,2020.335,11/30/2020 0:00,-1356671.071,6098368.018,1280387.727,47,886290.0905,1291158.426,11.65806299,102.5420414,35.9537,55.7935,
KOGD,2020.918033,2020.336,12/1/2020 0:00,-1356671.071,6098368.019,1280387.718,47,886290.0898,1291158.416,11.65806291,102.5420414,35.9527,55.7925,
KOGD,2020.920765,2020.337,12/2/2020 0:00,-1356671.07,6098368.023,1280387.725,47,886290.0878,1291158.423,11.65806297,102.5420413,35.9579,55.7977,
KOGD,2020.923497,2020.338,12/3/2020 0:00,-1356671.071,6098368.023,1280387.723,47,886290.0886,1291158.42,11.65806294,102.5420413,35.9574,55.7972,
KOGD,2020.92623,2020.339,12/4/2020 0:00,-1356671.074,6098368.02,1280387.718,47,886290.0928,1291158.417,11.65806291,102.5420414,35.9541,55.7939,
KOGD,2020.928962,2020.34,12/5/2020 0:00,-1356671.075,6098368.029,1280387.724,47,886290.0915,1291158.42,11.65806294,102.5420414,35.9643,55.8041,
KOGD,2020.931694,2020.341,12/6/2020 0:00,-1356671.074,6098368.02,1280387.724,47,886290.0924,1291158.422,11.65806296,102.5420414,35.9555,55.7953,
KOGD,2020.934426,2020.342,12/7/2020 0:00,-1356671.075,6098368.028,1280387.723,47,886290.0916,1291158.42,11.65806294,102.5420414,35.9634,55.8032,
KOGD,2020.937159,2020.343,12/8/2020 0:00,-1356671.074,6098368.034,1280387.721,47,886290.09,1291158.417,11.65806291,102.5420414,35.969,55.8089,
KOGD,2020.939891,2020.344,12/9/2020 0:00,-1356671.071,6098368.024,1280387.723,47,886290.0889,1291158.421,11.65806295,102.5420413,35.9593,55.7991,
KOGD,2020.942623,2020.345,12/10/2020 0:00,-1356671.077,6098368.039,1280387.724,47,886290.0916,1291158.418,11.65806292,102.5420414,35.9746,55.8144,
KOGD,2020.945355,2020.346,12/11/2020 0:00,-1356671.074,6098368.024,1280387.72,47,886290.0919,1291158.418,11.65806292,102.5420414,35.9587,55.7986,
KOGD,2020.948087,2020.347,12/12/2020 0:00,-1356671.071,6098368.026,1280387.722,47,886290.0887,1291158.419,11.65806294,102.5420413,35.9605,55.8003,
KOGD,2020.95082,2020.348,12/13/2020 0:00,-1356671.074,6098368.03,1280387.726,47,886290.0907,1291158.423,11.65806296,102.5420414,35.9654,55.8052,
KOGD,2020.953552,2020.349,12/14/2020 0:00,-1356671.073,6098368.038,1280387.725,47,886290.088,1291158.419,11.65806293,102.5420413,35.9727,55.8125,
KOGD,2020.956284,2020.35,12/15/2020 0:00,-1356671.074,6098368.029,1280387.715,47,886290.0905,1291158.412,11.65806286,102.5420414,35.9626,55.8024,
KOGD,2020.959016,2020.351,12/16/2020 0:00,-1356671.072,6098368.026,1280387.726,47,886290.0888,1291158.423,11.65806297,102.5420413,35.9613,55.8011,
KOGD,2020.961749,2020.352,12/17/2020 0:00,-1356671.072,6098368.035,1280387.728,47,886290.0875,1291158.423,11.65806297,102.5420413,35.9703,55.8101,
KOGD,2020.964481,2020.353,12/18/2020 0:00,-1356671.071,6098368.029,1280387.725,47,886290.0881,1291158.422,11.65806295,102.5420413,35.9636,55.8034,
KOGD,2020.967213,2020.354,12/19/2020 0:00,-1356671.078,6098368.034,1280387.721,47,886290.0934,1291158.417,11.65806291,102.5420414,35.969,55.8088,
KOGD,2020.969945,2020.355,12/20/2020 0:00,-1356671.073,6098368.027,1280387.723,47,886290.0901,1291158.42,11.65806294,102.5420414,35.9623,55.8021,
KOGD,2020.972678,2020.356,12/21/2020 0:00,-1356671.072,6098368.025,1280387.72,47,886290.0896,1291158.417,11.65806291,102.5420414,35.9596,55.7994,
KOGD,2020.97541,2020.357,12/22/2020 0:00,-1356671.074,6098368.03,1280387.72,47,886290.0904,1291158.416,11.65806291,102.5420414,35.9641,55.8039,
KOGD,2020.978142,2020.358,12/23/2020 0:00,-1356671.076,6098368.032,1280387.72,47,886290.0916,1291158.416,11.6580629,102.5420414,35.9672,55.807,
KOGD,2020.980874,2020.359,12/24/2020 0:00,-1356671.074,6098368.025,1280387.722,47,886290.0917,1291158.419,11.65806293,102.5420414,35.9606,55.8004,
KOGD,2020.983607,2020.36,12/25/2020 0:00,-1356671.072,6098368.016,1280387.718,47,886290.0912,1291158.417,11.65806291,102.5420414,35.9498,55.7896,
KOGD,2020.986339,2020.361,12/26/2020 0:00,-1356671.071,6098368.021,1280387.722,47,886290.0892,1291158.42,11.65806294,102.5420413,35.9559,55.7958,
KOGD,2020.989071,2020.362,12/27/2020 0:00,-1356671.074,6098368.033,1280387.725,47,886290.0893,1291158.421,11.65806295,102.5420413,35.9688,55.8086,
KOGD,2020.991803,2020.363,12/28/2020 0:00,-1356671.073,6098368.031,1280387.725,47,886290.0892,1291158.421,11.65806295,102.5420413,35.9666,55.8064,
KOGD,2020.994536,2020.364,12/29/2020 0:00,-1356671.073,6098368.039,1280387.727,47,886290.0878,1291158.421,11.65806295,102.5420413,35.9746,55.8144,
KOGD,2020.997268,2020.365,12/30/2020 0:00,-1356671.071,6098368.019,1280387.723,47,886290.0894,1291158.421,11.65806295,102.5420414,35.9541,55.7939,
KOGD,2021,2020.366,12/31/2020 0:00,-1356671.075,6098368.02,1280387.718,47,886290.0935,1291158.417,11.65806291,102.5420414,35.9549,55.7947,
LSN1,2020.456284,2020.167,6/15/2020 0:00,-1088138.329,6196941.046,1042730.293,47,605293.7174,1047220.497,9.472357982,99.95919875,8.3081,31.4067,
LSN1,2020.459016,2020.168,6/16/2020 0:00,-1088138.333,6196941.05,1042730.295,47,605293.7201,1047220.498,9.472357989,99.95919878,8.313,31.4115,
LSN1,2020.461749,2020.169,6/17/2020 0:00,-1088138.333,6196941.043,1042730.29,47,605293.721,1047220.495,9.472357957,99.95919878,8.3051,31.4037,
LSN1,2020.469945,2020.172,6/20/2020 0:00,-1088138.334,6196941.059,1042730.297,47,605293.7193,1047220.499,9.472357996,99.95919877,8.3218,31.4204,
LSN1,2020.472678,2020.173,6/21/2020 0:00,-1088138.332,6196941.044,1042730.28,47,605293.7199,1047220.484,9.472357861,99.95919877,8.3045,31.4031,
LSN1,2020.480874,2020.176,6/24/2020 0:00,-1088138.331,6196941.037,1042730.292,47,605293.7202,1047220.498,9.472357985,99.95919878,8.2992,31.3978,
LSN1,2020.486339,2020.178,6/26/2020 0:00,-1088138.334,6196941.05,1042730.292,47,605293.7211,1047220.495,9.472357962,99.95919879,8.3121,31.4107,
LSN1,2020.489071,2020.179,6/27/2020 0:00,-1088138.332,6196941.066,1042730.299,47,605293.716,1047220.5,9.472358007,99.95919874,8.3285,31.4271,
LSN1,2020.494536,2020.181,6/29/2020 0:00,-1088138.326,6196941.047,1042730.293,47,605293.7139,1047220.497,9.472357979,99.95919872,8.3089,31.4075,
LSN1,2020.502732,2020.184,7/2/2020 0:00,-1088138.333,6196941.025,1042730.28,47,605293.7249,1047220.487,9.472357889,99.95919882,8.2859,31.3845,
LSN1,2020.508197,2020.186,7/4/2020 0:00,-1088138.334,6196941.054,1042730.293,47,605293.7202,1047220.496,9.472357966,99.95919878,8.3165,31.4151,
LSN1,2020.510929,2020.187,7/5/2020 0:00,-1088138.332,6196941.042,1042730.286,47,605293.7207,1047220.49,9.472357918,99.95919878,8.3028,31.4014,
LSN1,2020.519126,2020.19,7/8/2020 0:00,-1088138.336,6196941.054,1042730.292,47,605293.7223,1047220.495,9.47235796,99.9591988,8.3167,31.4153,
LSN1,2020.521858,2020.191,7/9/2020 0:00,-1088138.332,6196941.052,1042730.292,47,605293.7185,1047220.495,9.472357958,99.95919876,8.3144,31.4129,
LSN1,2020.52459,2020.192,7/10/2020 0:00,-1088138.332,6196941.045,1042730.292,47,605293.7195,1047220.496,9.472357967,99.95919877,8.3075,31.4061,
LSN1,2020.527322,2020.193,7/11/2020 0:00,-1088138.331,6196941.038,1042730.284,47,605293.7205,1047220.49,9.472357914,99.95919878,8.2993,31.3979,
LSN1,2020.530055,2020.194,7/12/2020 0:00,-1088138.333,6196941.048,1042730.289,47,605293.7207,1047220.493,9.472357941,99.95919878,8.3103,31.4089,
LSN1,2020.532787,2020.195,7/13/2020 0:00,-1088138.334,6196941.049,1042730.293,47,605293.7209,1047220.497,9.472357974,99.95919878,8.3115,31.4101,
LSN1,2020.535519,2020.196,7/14/2020 0:00,-1088138.334,6196941.053,1042730.295,47,605293.7203,1047220.498,9.472357987,99.95919878,8.3161,31.4147,
LSN1,2020.538251,2020.197,7/15/2020 0:00,-1088138.33,6196941.041,1042730.289,47,605293.7187,1047220.494,9.472357953,99.95919876,8.3022,31.4008,
LSN1,2020.540984,2020.198,7/16/2020 0:00,-1088138.332,6196941.051,1042730.29,47,605293.7193,1047220.493,9.472357941,99.95919877,8.3131,31.4117,
LSN1,2020.543716,2020.199,7/17/2020 0:00,-1088138.33,6196941.039,1042730.291,47,605293.7188,1047220.496,9.472357973,99.95919876,8.3009,31.3995,
LSN1,2020.546448,2020.2,7/18/2020 0:00,-1088138.334,6196941.048,1042730.292,47,605293.7212,1047220.496,9.472357969,99.95919879,8.3104,31.409,
LSN1,2020.54918,2020.201,7/19/2020 0:00,-1088138.334,6196941.053,1042730.287,47,605293.7205,1047220.49,9.472357917,99.95919878,8.3142,31.4128,
LSN1,2020.551913,2020.202,7/20/2020 0:00,-1088138.338,6196941.056,1042730.291,47,605293.7243,1047220.493,9.472357941,99.95919881,8.3186,31.4172,
LSN1,2020.554645,2020.203,7/21/2020 0:00,-1088138.337,6196941.066,1042730.293,47,605293.7212,1047220.494,9.47235795,99.95919879,8.3286,31.4272,
LSN1,2020.557377,2020.204,7/22/2020 0:00,-1088138.327,6196941.027,1042730.286,47,605293.7182,1047220.493,9.472357946,99.95919876,8.2879,31.3864,
LSN1,2020.560109,2020.205,7/23/2020 0:00,-1088138.335,6196941.05,1042730.287,47,605293.7223,1047220.49,9.472357919,99.9591988,8.312,31.4106,
LSN1,2020.562842,2020.206,7/24/2020 0:00,-1088138.323,6196941.052,1042730.286,47,605293.7101,1047220.49,9.472357913,99.95919868,8.3117,31.4102,
LSN1,2020.565574,2020.207,7/25/2020 0:00,-1088138.333,6196941.044,1042730.29,47,605293.7211,1047220.495,9.472357956,99.95919879,8.3059,31.4045,
LSN1,2020.568306,2020.208,7/26/2020 0:00,-1088138.327,6196941.03,1042730.287,47,605293.7179,1047220.494,9.472357947,99.95919876,8.291,31.3896,
LSN1,2020.571038,2020.209,7/27/2020 0:00,-1088138.33,6196941.043,1042730.289,47,605293.7187,1047220.493,9.472357946,99.95919876,8.3041,31.4027,
LSN1,2020.573771,2020.21,7/28/2020 0:00,-1088138.33,6196941.043,1042730.287,47,605293.7188,1047220.491,9.472357927,99.95919876,8.304,31.4026,
LSN1,2020.576503,2020.211,7/29/2020 0:00,-1088138.335,6196941.047,1042730.293,47,605293.7225,1047220.496,9.472357973,99.9591988,8.3096,31.4082,
LSN1,2020.579235,2020.212,7/30/2020 0:00,-1088138.332,6196941.05,1042730.29,47,605293.7196,1047220.494,9.472357949,99.95919877,8.3116,31.4102,
LSN1,2020.581967,2020.213,7/31/2020 0:00,-1088138.336,6196941.067,1042730.295,47,605293.7199,1047220.495,9.47235796,99.95919877,8.3299,31.4285,
LSN1,2020.5847,2020.214,8/1/2020 0:00,-1088138.333,6196941.05,1042730.294,47,605293.72,1047220.497,9.472357981,99.95919878,8.3129,31.4115,
LSN1,2020.587432,2020.215,8/2/2020 0:00,-1088138.333,6196941.06,1042730.295,47,605293.7187,1047220.496,9.472357972,99.95919876,8.3229,31.4215,
LSN1,2020.590164,2020.216,8/3/2020 0:00,-1088138.337,6196941.051,1042730.292,47,605293.7244,1047220.496,9.472357965,99.95919881,8.3139,31.4125,
LSN1,2020.592896,2020.217,8/4/2020 0:00,-1088138.328,6196941.034,1042730.287,47,605293.7176,1047220.493,9.472357943,99.95919875,8.2953,31.3938,
